stb->k,time,curX,curY,curZ,refX,refY,refZ,oldX,oldY,oldZ
665,1.62667E+18,0.007942,0.064226,0.133877,0.007942,0.064226,0.133877,-0.069209,0.048002,0.037757
666,1.62667E+18,-0.005531,0.088106,0.139989,-0.005531,0.088106,0.139989,-0.067235,0.048245,0.038874
667,1.62667E+18,-0.01979,0.12179,0.134042,-0.01979,0.12179,0.134042,-0.065453,0.048575,0.039945
668,1.62667E+18,-0.034902,0.146415,0.122022,-0.034902,0.146415,0.122022,-0.063665,0.048958,0.040975
669,1.62667E+18,-0.050764,0.153865,0.106503,-0.050764,0.153865,0.106503,-0.061982,0.049395,0.041937
670,1.62667E+18,-0.062211,0.155602,0.087917,-0.062211,0.155602,0.087917,-0.060428,0.04987,0.042832
671,1.62667E+18,-0.068207,0.159515,0.070531,-0.068207,0.159515,0.070531,-0.058808,0.050382,0.043694
672,1.62667E+18,-0.070425,0.159237,0.059685,-0.070425,0.159237,0.059685,-0.057227,0.050922,0.044502
673,1.62667E+18,-0.067336,0.15021,0.053635,-0.067336,0.15021,0.053635,-0.055718,0.05148,0.045258
674,1.62667E+18,-0.05858,0.137484,0.048529,-0.05858,0.137484,0.048529,-0.054173,0.052081,0.046003
675,1.62667E+18,-0.051714,0.12101,0.045195,-0.051714,0.12101,0.045195,-0.052708,0.052711,0.046711
676,1.62667E+18,-0.041166,0.102064,0.040016,-0.041166,0.102064,0.040016,-0.051359,0.053358,0.047385
677,1.62667E+18,-0.030542,0.097383,0.035016,-0.030542,0.097383,0.035016,-0.050065,0.054061,0.048033
678,1.62667E+18,-0.019521,0.09974,0.038531,-0.019521,0.09974,0.038531,-0.048932,0.054793,0.048629
679,1.62667E+18,-0.015119,0.104971,0.048665,-0.015119,0.104971,0.048665,-0.047982,0.055537,0.049176
680,1.62667E+18,-0.014918,0.113504,0.062024,-0.014918,0.113504,0.062024,-0.047149,0.056338,0.049663
681,1.62667E+18,-0.022635,0.127482,0.071736,-0.022635,0.127482,0.071736,-0.046496,0.057151,0.050069
682,1.62667E+18,-0.038209,0.133482,0.074794,-0.038209,0.133482,0.074794,-0.046022,0.057958,0.050398
683,1.62667E+18,-0.059718,0.130064,0.068573,-0.059718,0.130064,0.068573,-0.045651,0.058812,0.050639
684,1.62667E+18,-0.074864,0.132554,0.053727,-0.074864,0.132554,0.053727,-0.045401,0.05966,0.050782
