stb->k,time,curX,curY,curZ,refX,refY,refZ,oldX,oldY,oldZ
89,1.62667E+18,0.072651,-0.135094,-0.017051,0.072651,-0.135094,-0.017051,0.051366,-0.057173,-0.040265
90,1.62667E+18,0.093285,-0.121025,-0.014395,0.093285,-0.121025,-0.014395,0.052049,-0.058044,-0.040484
91,1.62667E+18,0.095184,-0.108639,-0.022647,0.095184,-0.108639,-0.022647,0.052729,-0.058874,-0.040686
92,1.62667E+18,0.090162,-0.10459,-0.023675,0.090162,-0.10459,-0.023675,0.053338,-0.059663,-0.040856
93,1.62667E+18,0.082044,-0.112852,-0.017134,0.082044,-0.112852,-0.017134,0.053854,-0.060378,-0.040986
94,1.62667E+18,0.073623,-0.126695,-0.02064,0.073623,-0.126695,-0.02064,0.054275,-0.061016,-0.041082
95,1.62667E+18,0.068939,-0.12697,-0.036601,0.068939,-0.12697,-0.036601,0.054399,-0.061617,-0.041118
96,1.62667E+18,0.061193,-0.111794,-0.060214,0.061193,-0.111794,-0.060214,0.054243,-0.062151,-0.04109
97,1.62667E+18,0.055201,-0.107575,-0.077551,0.055201,-0.107575,-0.077551,0.053839,-0.062618,-0.041004
98,1.62667E+18,0.067447,-0.094687,-0.051745,0.067447,-0.094687,-0.051745,0.053106,-0.063089,-0.040901
99,1.62667E+18,0.085046,-0.039569,-0.018145,0.085046,-0.039569,-0.018145,0.052076,-0.063539,-0.040783
100,1.62667E+18,0.070182,-0.010261,-0.007704,0.070182,-0.010261,-0.007704,0.050803,-0.063967,-0.040657
101,1.62667E+18,0.024793,-0.013641,-0.008057,0.024793,-0.013641,-0.008057,0.049382,-0.064443,-0.040564
102,1.62667E+18,-0.028376,-0.04002,0.004446,-0.028376,-0.04002,0.004446,0.047874,-0.064939,-0.040509
103,1.62667E+18,-0.063082,-0.058888,0.025394,-0.063082,-0.058888,0.025394,0.046337,-0.065446,-0.040494
104,1.62667E+18,-0.074601,-0.060028,0.022756,-0.074601,-0.060028,0.022756,0.044948,-0.065995,-0.040544
105,1.62667E+18,-0.075854,-0.070787,-0.004413,-0.075854,-0.070787,-0.004413,0.043769,-0.066557,-0.040662
106,1.62667E+18,-0.070406,-0.096852,-0.037743,-0.070406,-0.096852,-0.037743,0.042818,-0.067119,-0.040839
107,1.62667E+18,-0.054996,-0.113158,-0.067682,-0.054996,-0.113158,-0.067682,0.042121,-0.067702,-0.04108
108,1.62667E+18,-0.030726,-0.1286,-0.083821,-0.030726,-0.1286,-0.083821,0.041715,-0.068281,-0.041381
109,1.62667E+18,-0.00171,-0.128808,-0.094512,-0.00171,-0.128808,-0.094512,0.041582,-0.068844,-0.041727
110,1.62667E+18,0.034207,-0.132826,-0.094358,0.034207,-0.132826,-0.094358,0.041588,-0.069432,-0.042118
111,1.62667E+18,0.077256,-0.132947,-0.072272,0.077256,-0.132947,-0.072272,0.041746,-0.070026,-0.042547
112,1.62667E+18,0.111876,-0.114543,-0.069325,0.111876,-0.114543,-0.069325,0.042028,-0.070616,-0.043004
113,1.62667E+18,0.12996,-0.098975,-0.096709,0.12996,-0.098975,-0.096709,0.042294,-0.071226,-0.043443
114,1.62667E+18,0.132075,-0.089414,-0.112208,0.132075,-0.089414,-0.112208,0.042562,-0.071842,-0.043858
115,1.62667E+18,0.125826,-0.08482,-0.100215,0.125826,-0.08482,-0.100215,0.042821,-0.072455,-0.044243
116,1.62667E+18,0.111863,-0.095556,-0.082369,0.111863,-0.095556,-0.082369,0.042918,-0.073074,-0.044559
117,1.62667E+18,0.092132,-0.113661,-0.077588,0.092132,-0.113661,-0.077588,0.042888,-0.07368,-0.044801
118,1.62667E+18,0.068137,-0.127798,-0.086421,0.068137,-0.127798,-0.086421,0.042753,-0.074265,-0.044977
119,1.62667E+18,0.046815,-0.134239,-0.090628,0.046815,-0.134239,-0.090628,0.042363,-0.07485,-0.045117
120,1.62667E+18,0.036242,-0.148358,-0.0615,0.036242,-0.148358,-0.0615,0.041756,-0.075408,-0.045218
121,1.62667E+18,0.036514,-0.143702,-0.030594,0.036514,-0.143702,-0.030594,0.040972,-0.075931,-0.04529
122,1.62667E+18,0.038897,-0.116481,-0.014868,0.038897,-0.116481,-0.014868,0.039967,-0.076458,-0.045416
123,1.62667E+18,0.026963,-0.106474,0.001814,0.026963,-0.106474,0.001814,0.038755,-0.076961,-0.045591
124,1.62667E+18,0.006972,-0.103226,0.013952,0.006972,-0.103226,0.013952,0.037374,-0.077434,-0.045811
125,1.62667E+18,-0.010387,-0.09328,0.012039,-0.010387,-0.09328,0.012039,0.035955,-0.077904,-0.04612
126,1.62667E+18,-0.019123,-0.077332,-0.001994,-0.019123,-0.077332,-0.001994,0.034508,-0.078343,-0.046502
127,1.62667E+18,-0.035694,-0.083538,-0.019706,-0.035694,-0.083538,-0.019706,0.033061,-0.078747,-0.046945
128,1.62667E+18,-0.058046,-0.090549,-0.053737,-0.058046,-0.090549,-0.053737,0.031687,-0.079149,-0.047474
129,1.62667E+18,-0.071923,-0.088122,-0.099883,-0.071923,-0.088122,-0.099883,0.030398,-0.079527,-0.048066
130,1.62667E+18,-0.073271,-0.096541,-0.131402,-0.073271,-0.096541,-0.131402,0.029205,-0.079877,-0.048704
131,1.62667E+18,-0.060156,-0.102381,-0.136599,-0.060156,-0.102381,-0.136599,0.028044,-0.080251,-0.049394
132,1.62667E+18,-0.032765,-0.101821,-0.121682,-0.032765,-0.101821,-0.121682,0.026934,-0.08063,-0.050118
133,1.62667E+18,0.001717,-0.092705,-0.102766,0.001717,-0.092705,-0.102766,0.025879,-0.081007,-0.050862
134,1.62667E+18,0.031641,-0.07349,-0.099258,0.031641,-0.07349,-0.099258,0.02477,-0.081416,-0.051598
135,1.62667E+18,0.042949,-0.059569,-0.11506,0.042949,-0.059569,-0.11506,0.02365,-0.081838,-0.052313
136,1.62667E+18,0.033288,-0.074517,-0.123345,0.033288,-0.074517,-0.123345,0.022536,-0.082264,-0.052999
137,1.62667E+18,0.023186,-0.090431,-0.108995,0.023186,-0.090431,-0.108995,0.02124,-0.082692,-0.053628
138,1.62667E+18,0.01708,-0.109515,-0.092359,0.01708,-0.109515,-0.092359,0.019823,-0.083102,-0.054192
139,1.62667E+18,0.010424,-0.124013,-0.087942,0.010424,-0.124013,-0.087942,0.018326,-0.083485,-0.054693
140,1.62667E+18,-0.011493,-0.127753,-0.097149,-0.011493,-0.127753,-0.097149,0.016538,-0.083848,-0.055136
141,1.62667E+18,-0.039985,-0.154019,-0.104939,-0.039985,-0.154019,-0.104939,0.014541,-0.084174,-0.055513
142,1.62667E+18,-0.038137,-0.166172,-0.06765,-0.038137,-0.166172,-0.06765,0.012396,-0.084458,-0.05583
143,1.62667E+18,-0.011584,-0.112982,-0.034681,-0.011584,-0.112982,-0.034681,0.01002,-0.084719,-0.056161
144,1.62667E+18,-0.006872,-0.083322,-0.031262,-0.006872,-0.083322,-0.031262,0.007519,-0.084944,-0.056493
145,1.62667E+18,-0.038459,-0.076062,-0.032731,-0.038459,-0.076062,-0.032731,0.004961,-0.085136,-0.05683
146,1.62667E+18,-0.080605,-0.073888,-0.021232,-0.080605,-0.073888,-0.021232,0.002399,-0.085282,-0.057236
147,1.62667E+18,-0.10692,-0.058887,-0.017189,-0.10692,-0.058887,-0.017189,-0.00004,-0.085369,-0.057694
148,1.62667E+18,-0.11901,-0.054834,-0.025563,-0.11901,-0.054834,-0.025563,-0.0023,-0.085403,-0.058195
149,1.62667E+18,-0.125694,-0.073957,-0.033692,-0.125694,-0.073957,-0.033692,-0.004372,-0.085384,-0.058788
150,1.62667E+18,-0.120506,-0.090011,-0.058831,-0.120506,-0.090011,-0.058831,-0.006154,-0.085303,-0.059452
151,1.62667E+18,-0.103738,-0.090779,-0.096407,-0.103738,-0.090779,-0.096407,-0.00763,-0.085166,-0.060171
152,1.62667E+18,-0.074109,-0.083292,-0.124096,-0.074109,-0.083292,-0.124096,-0.008841,-0.084993,-0.060964
153,1.62667E+18,-0.03068,-0.069875,-0.124191,-0.03068,-0.069875,-0.124191,-0.009699,-0.08478,-0.061811
154,1.62667E+18,0.010396,-0.030087,-0.116098,0.010396,-0.030087,-0.116098,-0.010223,-0.084536,-0.062692
155,1.62667E+18,0.031635,-0.00821,-0.123065,0.031635,-0.00821,-0.123065,-0.010506,-0.084259,-0.063562
156,1.62667E+18,0.037715,-0.009804,-0.142662,0.037715,-0.009804,-0.142662,-0.010475,-0.083951,-0.064403
157,1.62667E+18,0.039881,-0.007924,-0.147281,0.039881,-0.007924,-0.147281,-0.010153,-0.08362,-0.065204
158,1.62667E+18,0.042004,-0.019142,-0.137206,0.042004,-0.019142,-0.137206,-0.009674,-0.083255,-0.065918
159,1.62667E+18,0.048208,-0.049103,-0.129259,0.048208,-0.049103,-0.129259,-0.008985,-0.082864,-0.066534
160,1.62667E+18,0.0624,-0.065713,-0.129467,0.0624,-0.065713,-0.129467,-0.008111,-0.082456,-0.067056
161,1.62667E+18,0.077827,-0.051333,-0.130125,0.077827,-0.051333,-0.130125,-0.007037,-0.082004,-0.0675
162,1.62667E+18,0.08318,-0.049722,-0.117926,0.08318,-0.049722,-0.117926,-0.005718,-0.081525,-0.06786
163,1.62667E+18,0.088818,-0.041529,-0.07565,0.088818,-0.041529,-0.07565,-0.004185,-0.081032,-0.068148
164,1.62667E+18,0.093115,-0.012957,-0.037097,0.093115,-0.012957,-0.037097,-0.002349,-0.080499,-0.068413
165,1.62667E+18,0.066236,-0.028306,-0.008568,0.066236,-0.028306,-0.008568,-0.000198,-0.079948,-0.06865
166,1.62667E+18,0.039604,-0.047895,0.005971,0.039604,-0.047895,0.005971,0.002218,-0.079392,-0.068868
167,1.62667E+18,0.045694,-0.038625,-0.000122,0.045694,-0.038625,-0.000122,0.005722,-0.078728,-0.069023
168,1.62667E+18,0.077925,-0.014132,-0.024152,0.077925,-0.014132,-0.024152,0.010332,-0.077979,-0.069099
169,1.62667E+18,0.111929,-0.013006,-0.043994,0.111929,-0.013006,-0.043994,0.015912,-0.077164,-0.069104
170,1.62667E+18,0.13682,-0.030348,-0.0568,0.13682,-0.030348,-0.0568,0.022374,-0.076261,-0.069094
171,1.62667E+18,0.1574,-0.034923,-0.072294,0.1574,-0.034923,-0.072294,0.029537,-0.075307,-0.069056
172,1.62667E+18,0.167931,-0.036096,-0.089944,0.167931,-0.036096,-0.089944,0.037208,-0.074323,-0.068992
173,1.62667E+18,0.174503,-0.028838,-0.099036,0.174503,-0.028838,-0.099036,0.045352,-0.073309,-0.06889
174,1.62667E+18,0.1953,-0.025615,-0.083142,0.1953,-0.025615,-0.083142,0.053647,-0.072309,-0.068748
175,1.62667E+18,0.233174,-0.017068,-0.061579,0.233174,-0.017068,-0.061579,0.061881,-0.071344,-0.068571
176,1.62667E+18,0.27271,0.00605,-0.070137,0.27271,0.00605,-0.070137,0.069977,-0.070381,-0.068311
177,1.62667E+18,0.296659,0.02275,-0.095689,0.296659,0.02275,-0.095689,0.077505,-0.069468,-0.067978
178,1.62667E+18,0.29656,0.018412,-0.102247,0.29656,0.018412,-0.102247,0.084291,-0.068622,-0.067587
179,1.62667E+18,0.282205,-0.001893,-0.089525,0.282205,-0.001893,-0.089525,0.087606,-0.06802,-0.066754
180,1.62667E+18,0.261795,-0.024647,-0.073357,0.261795,-0.024647,-0.073357,0.08677,-0.067721,-0.065496
181,1.62667E+18,0.234344,-0.038778,-0.053315,0.234344,-0.038778,-0.053315,0.081985,-0.067706,-0.063869
182,1.62667E+18,0.182395,-0.06011,-0.036675,0.182395,-0.06011,-0.036675,0.0742,-0.067861,-0.061941
183,1.62667E+18,0.125581,-0.102614,-0.002194,0.125581,-0.102614,-0.002194,0.063305,-0.068205,-0.059759
184,1.62667E+18,0.073968,-0.085843,0.021127,0.073968,-0.085843,0.021127,0.049783,-0.068709,-0.05739
185,1.62667E+18,0.008263,-0.043821,0.024517,0.008263,-0.043821,0.024517,0.034385,-0.0693,-0.054921
186,1.62667E+18,-0.077739,-0.019939,0.013285,-0.077739,-0.019939,0.013285,0.017609,-0.069962,-0.052428
187,1.62667E+18,-0.168449,-0.037348,0.009675,-0.168449,-0.037348,0.009675,0.000269,-0.070648,-0.049984
188,1.62667E+18,-0.233787,-0.038167,0.016668,-0.233787,-0.038167,0.016668,-0.016803,-0.071249,-0.047716
189,1.62667E+18,-0.256108,-0.00835,0.010611,-0.256108,-0.00835,0.010611,-0.032671,-0.071713,-0.04573
190,1.62667E+18,-0.257824,-0.002935,-0.010804,-0.257824,-0.002935,-0.010804,-0.04711,-0.072049,-0.044008
191,1.62667E+18,-0.252674,-0.028796,-0.047786,-0.252674,-0.028796,-0.047786,-0.060632,-0.072261,-0.042573
192,1.62667E+18,-0.23853,-0.046145,-0.080306,-0.23853,-0.046145,-0.080306,-0.072923,-0.072356,-0.041437
193,1.62667E+18,-0.211746,-0.044167,-0.105695,-0.211746,-0.044167,-0.105695,-0.083986,-0.072353,-0.040556
194,1.62667E+18,-0.161518,-0.039805,-0.11352,-0.161518,-0.039805,-0.11352,-0.097754,-0.072599,-0.039497
195,1.62667E+18,-0.108497,-0.007234,-0.106968,-0.108497,-0.007234,-0.106968,-0.114558,-0.073149,-0.03826
196,1.62667E+18,-0.086545,0.020157,-0.119919,-0.086545,0.020157,-0.119919,-0.134227,-0.073994,-0.03685
197,1.62667E+18,-0.085809,0.030952,-0.15415,-0.085809,0.030952,-0.15415,-0.157452,-0.075172,-0.035146
198,1.62667E+18,-0.097255,0.033736,-0.173886,-0.097255,0.033736,-0.173886,-0.184164,-0.07671,-0.033149
199,1.62667E+18,-0.1212,0.020191,-0.169806,-0.1212,0.020191,-0.169806,-0.214011,-0.07858,-0.030872
200,1.62667E+18,-0.160787,-0.00675,-0.171322,-0.160787,-0.00675,-0.171322,-0.247213,-0.08072,-0.02827
201,1.62667E+18,-0.22881,-0.039771,-0.180624,-0.22881,-0.039771,-0.180624,-0.283226,-0.083121,-0.025357
202,1.62667E+18,-0.337565,-0.083011,-0.172367,-0.337565,-0.083011,-0.172367,-0.321524,-0.085746,-0.022162
203,1.62667E+18,-0.461917,-0.154418,-0.151319,-0.461917,-0.154418,-0.151319,-0.3623,-0.088536,-0.018758
204,1.62667E+18,-0.567753,-0.212765,-0.1084,-0.567753,-0.212765,-0.1084,-0.404544,-0.091451,-0.01518
205,1.62667E+18,-0.641206,-0.200926,-0.082118,-0.641206,-0.200926,-0.082118,-0.447544,-0.094445,-0.011469
206,1.62667E+18,-0.687965,-0.163362,-0.049097,-0.687965,-0.163362,-0.049097,-0.491375,-0.097498,-0.007811
207,1.62667E+18,-0.73438,-0.133026,-0.007241,-0.73438,-0.133026,-0.007241,-0.534833,-0.100559,-0.004238
208,1.62667E+18,-0.786992,-0.128591,0.015514,-0.786992,-0.128591,0.015514,-0.577332,-0.103598,-0.000762
209,1.62667E+18,-0.835577,-0.115635,0.021316,-0.835577,-0.115635,0.021316,-0.619324,-0.106592,0.002478
210,1.62667E+18,-0.877028,-0.099743,0.017383,-0.877028,-0.099743,0.017383,-0.659481,-0.109483,0.005463
211,1.62667E+18,-0.918299,-0.112186,0.005541,-0.918299,-0.112186,0.005541,-0.697203,-0.112239,0.008189
212,1.62667E+18,-0.958457,-0.141239,-0.018522,-0.958457,-0.141239,-0.018522,-0.73287,-0.114821,0.010484
213,1.62667E+18,-0.988453,-0.162746,-0.058916,-0.988453,-0.162746,-0.058916,-0.765655,-0.117216,0.012403
214,1.62667E+18,-1.000245,-0.198112,-0.10065,-1.000245,-0.198112,-0.10065,-0.795526,-0.119437,0.01401
215,1.62667E+18,-0.99454,-0.207318,-0.121201,-0.99454,-0.207318,-0.121201,-0.823463,-0.121594,0.015184
216,1.62667E+18,-0.992231,-0.207014,-0.104497,-0.992231,-0.207014,-0.104497,-0.849115,-0.123666,0.016012
217,1.62667E+18,-0.986845,-0.190487,-0.081273,-0.986845,-0.190487,-0.081273,-0.872553,-0.125649,0.016558
218,1.62667E+18,-0.995297,-0.154307,-0.082086,-0.995297,-0.154307,-0.082086,-0.894579,-0.127643,0.016826
219,1.62667E+18,-1.021324,-0.14859,-0.096941,-1.021324,-0.14859,-0.096941,-0.914789,-0.129559,0.016875
220,1.62667E+18,-1.058224,-0.171822,-0.099392,-1.058224,-0.171822,-0.099392,-0.933192,-0.131374,0.016752
221,1.62667E+18,-1.094841,-0.19091,-0.097673,-1.094841,-0.19091,-0.097673,-0.950772,-0.133146,0.016502
222,1.62667E+18,-1.123117,-0.2117,-0.113161,-1.123117,-0.2117,-0.113161,-0.966894,-0.134811,0.016157
223,1.62667E+18,-1.137253,-0.229633,-0.138156,-1.137253,-0.229633,-0.138156,-0.981468,-0.136357,0.01575
224,1.62667E+18,-1.138097,-0.246341,-0.151986,-1.138097,-0.246341,-0.151986,-0.995367,-0.137872,0.015242
225,1.62667E+18,-1.11782,-0.250101,-0.150054,-1.11782,-0.250101,-0.150054,-1.008066,-0.139305,0.014667
226,1.62667E+18,-1.088534,-0.224116,-0.112305,-1.088534,-0.224116,-0.112305,-1.019504,-0.140645,0.014046
227,1.62667E+18,-1.058088,-0.183064,-0.064679,-1.058088,-0.183064,-0.064679,-1.030352,-0.142012,0.013255
228,1.62667E+18,-1.039526,-0.163577,-0.012465,-1.039526,-0.163577,-0.012465,-1.040179,-0.143359,0.01233
229,1.62667E+18,-1.036945,-0.151593,0.007757,-1.036945,-0.151593,0.007757,-1.048948,-0.144676,0.011298
230,1.62667E+18,-1.040573,-0.148112,-0.003046,-1.040573,-0.148112,-0.003046,-1.056051,-0.146139,0.009925
231,1.62667E+18,-1.05219,-0.155512,-0.015394,-1.05219,-0.155512,-0.015394,-1.060999,-0.147705,0.008266
232,1.62667E+18,-1.07646,-0.179952,-0.027339,-1.07646,-0.179952,-0.027339,-1.063841,-0.149346,0.006372
233,1.62667E+18,-1.09856,-0.208815,-0.063697,-1.09856,-0.208815,-0.063697,-1.064598,-0.15114,0.004101
234,1.62667E+18,-1.103828,-0.235139,-0.115661,-1.103828,-0.235139,-0.115661,-1.062956,-0.153032,0.001528
235,1.62667E+18,-1.091492,-0.258424,-0.148934,-1.091492,-0.258424,-0.148934,-1.0591,-0.154985,-0.001278
236,1.62667E+18,-1.057012,-0.281335,-0.168156,-1.057012,-0.281335,-0.168156,-1.053626,-0.157052,-0.004374
237,1.62667E+18,-1.011689,-0.281431,-0.172474,-1.011689,-0.281431,-0.172474,-1.046576,-0.159162,-0.007664
238,1.62667E+18,-0.965148,-0.272103,-0.161774,-0.965148,-0.272103,-0.161774,-1.038295,-0.161269,-0.011079
239,1.62667E+18,-0.912937,-0.263204,-0.152203,-0.912937,-0.263204,-0.152203,-1.029247,-0.163395,-0.014588
240,1.62667E+18,-0.860116,-0.237932,-0.161991,-0.860116,-0.237932,-0.161991,-1.01982,-0.165449,-0.018086
