time,gyr_x,gyr_y,gyr_z,x_sum,y_sum,z_sum,,,time,oldX
1.63E+18,0.641513,-0.265133,-0.456892,0.133310872,-0.024753678,-0.058308451,,,1.63E+18,-3.924911
1.63E+18,0.62673,-0.070372,-0.475951,0.139726085,-0.027405042,-0.062877429,,,1.63E+18,-3.912222
1.63E+18,0.581683,0.002339,-0.472967,0.145993304,-0.028108753,-0.067636878,,,1.63E+18,-3.897114
1.63E+18,0.48576,-0.073601,-0.494679,0.151810209,-0.028085363,-0.072366609,,,1.63E+18,-3.879865
1.63E+18,0.346361,-0.140621,-0.526356,0.156672596,-0.028822098,-0.077318275,,,1.63E+18,-3.861077
1.63E+18,0.206961,0.004067,-0.562432,0.160132793,-0.030226923,-0.082576647,,,1.63E+18,-3.841362
1.63E+18,0.121719,0.216072,-0.536724,0.162202376,-0.030186253,-0.088200895,,,1.63E+18,-3.821496
1.63E+18,0.136502,0.30936,-0.407552,0.163419582,-0.028025505,-0.093568203,,,1.63E+18,-3.802218
1.63E+18,0.209998,0.226387,-0.201306,0.164784584,-0.024931945,-0.097643671,,,1.63E+18,-3.783682
1.63E+18,0.323724,0.083566,0.025813,0.166886688,-0.022665786,-0.099658767,,,1.63E+18,-3.766446
1.63E+18,0.483055,0.03646,0.260752,0.170120654,-0.021830971,-0.099400898,,,1.63E+18,-3.750608
1.63E+18,0.636434,0.10273,0.518293,0.174951266,-0.021466366,-0.096793345,,,1.63E+18,-3.735488
1.63E+18,0.804963,0.151477,0.744994,0.181315525,-0.020439079,-0.091610481,,,1.63E+18,-3.721551
1.63E+18,0.998433,0.136328,0.836013,0.189365258,-0.01892429,-0.084160446,,,1.63E+18,-3.708864
1.63E+18,1.145599,0.176139,0.751766,0.19934946,-0.017561027,-0.075800423,,,1.63E+18,-3.696746
1.63E+18,1.214348,0.328,0.539272,0.210805597,-0.015799615,-0.068282666,,,1.63E+18,-3.685591
1.63E+18,1.238573,0.55566,0.217817,0.222948921,-0.012519657,-0.062890015,,,1.63E+18,-3.675449
1.63E+18,1.233267,0.697573,-0.107495,0.23533481,-0.006962986,-0.060711817,,,1.63E+18,-3.665596
1.63E+18,1.185044,0.739164,-0.406871,0.247667322,1.27E-05,-0.061786754,,,1.63E+18,-3.65638
1.63E+18,1.082715,0.739287,-0.641635,0.259517913,0.00740439,-0.065855516,,,1.63E+18,-3.647858
1.63E+18,0.922651,0.662789,-0.786742,0.270344925,0.014797165,-0.072271784,,,1.63E+18,-3.639376
1.63E+18,0.700086,0.506355,-0.823848,0.279571553,0.02142514,-0.080139304,,,1.63E+18,-3.631281
1.63E+18,0.469144,0.298626,-0.738606,0.286572323,0.026488625,-0.088377679,,,1.63E+18,-3.623661
1.63E+18,0.236579,0.091944,-0.533163,0.291263823,0.029474923,-0.095763833,,,1.63E+18,-3.615998
1.63E+18,0.023754,-0.078941,-0.258623,0.293629583,0.030394352,-0.101095395,,,1.63E+18,-3.608623
1.63E+18,-0.142925,-0.263475,0.008186,0.293867126,0.029604931,-0.103681658,,,1.63E+18,-3.601639
1.63E+18,-0.279113,-0.443802,0.230401,0.292437894,0.026970215,-0.103599799,,,1.63E+18,-3.594619
1.63E+18,-0.397394,-0.584179,0.371703,0.289646729,0.022532138,-0.10129576,,,1.63E+18,-3.587839
1.63E+18,-0.479494,-0.669351,0.432597,0.28567284,0.016690423,-0.097578777,,,1.63E+18,-3.58139
1.63E+18,-0.535188,-0.698673,0.451011,0.280873051,0.009990145,-0.093248433,,,1.63E+18,-3.574964
1.63E+18,-0.594895,-0.684117,0.454903,0.275526583,0.00301048,-0.088742884,,,1.63E+18,-3.568794
1.63E+18,-0.626015,-0.684885,0.482392,0.269577557,-0.003830778,-0.084193795,,,1.63E+18,-3.562957
1.63E+18,-0.633397,-0.680312,0.520998,0.263317487,-0.01067954,-0.079369937,,,1.63E+18,-3.55738
1.63E+18,-0.665529,-0.592819,0.579729,0.256983436,-0.017482747,-0.07415989,,,1.63E+18,-3.55228
1.63E+18,-0.748607,-0.442965,0.628912,0.250321586,-0.02341678,-0.068356887,,,1.63E+18,-3.547704
1.63E+18,-0.91567,-0.309726,0.622978,0.242842895,-0.027842064,-0.062073965,,,1.63E+18,-3.543487
1.63E+18,-1.157398,-0.266425,0.52976,0.233686312,-0.030939285,-0.055844265,,,1.63E+18,-3.539826
1.63E+18,-1.442986,-0.376956,0.424988,0.222112184,-0.033603569,-0.050546597,,,1.63E+18,-3.536737
1.63E+18,-1.718312,-0.724696,0.453611,0.207682508,-0.037373081,-0.046296772,,,1.63E+18,-3.53384
1.63E+18,-1.8327,-1.196004,0.639192,0.190499168,-0.044620133,-0.041760603,,,1.63E+18,-3.531273
1.63E+18,-1.800743,-1.528175,0.920731,0.172172403,-0.05658002,-0.035368765,,,1.63E+18,-3.529031
1.63E+18,-1.706478,-1.422583,1.136332,0.154164742,-0.071861966,-0.026161337,,,1.63E+18,-3.5267
1.63E+18,-1.584567,-0.958587,1.156438,0.137100181,-0.086087614,-0.014798163,,,1.63E+18,-3.524385
1.63E+18,-1.502205,-0.256581,1.002011,0.121254308,-0.095673606,-0.003233635,,,1.63E+18,-3.522103
1.63E+18,-1.526535,0.433243,0.772989,0.10623245,-0.098239384,0.006786347,,,1.63E+18,-3.519669
1.63E+18,-1.573816,0.999794,0.505133,0.090966905,-0.093906898,0.014516336,,,1.63E+18,-3.517209
1.63E+18,-1.652652,1.234244,0.286339,0.075228946,-0.083909086,0.019567601,,,1.63E+18,-3.514775
1.63E+18,-1.834498,1.277057,0.16153,0.058702215,-0.071566488,0.022431028,,,1.63E+18,-3.512227
1.63E+18,-2.077361,1.272328,0.063827,0.04035747,-0.058796082,0.024046307,,,1.63E+18,-3.509686
1.63E+18,-2.279784,1.244437,-0.082868,0.019583594,-0.046072639,0.024684585,,,1.63E+18,-3.50721
1.63E+18,-2.467896,1.070812,-0.25241,-0.003213954,-0.033628428,0.023855916,,,1.63E+18,-3.504807
1.63E+18,-2.623631,0.706754,-0.393188,-0.02789323,-0.022920171,0.021331784,,,1.63E+18,-3.50258
1.63E+18,-2.720933,0.281417,-0.434081,-0.054129205,-0.015852721,0.017399954,,,1.63E+18,-3.500559
1.63E+18,-2.778302,-0.196053,-0.352539,-0.081338883,-0.013038515,0.013059088,,,1.63E+18,-3.498889
1.63E+18,-2.774672,-0.607741,-0.169384,-0.109121547,-0.01499902,0.009533743,,,1.63E+18,-3.497646
1.63E+18,-2.695295,-0.731694,0.0562,-0.136868622,-0.021076508,0.007839882,,,1.63E+18,-3.496816
1.63E+18,-2.51303,-0.552816,0.213803,-0.163821227,-0.028393354,0.008401875,,,1.63E+18,-3.496339
1.63E+18,-2.20751,-0.217032,0.271277,-0.188951849,-0.033921585,0.010539932,,,1.63E+18,-3.496226
1.63E+18,-1.809173,0.133238,0.22157,-0.211026666,-0.036091877,0.013252667,,,1.63E+18,-3.496431
1.63E+18,-1.365772,0.465863,0.105575,-0.229118628,-0.03475948,0.015468396,,,1.63E+18,-3.496768
1.63E+18,-0.946387,0.782763,-0.052988,-0.242776173,-0.03010091,0.016524132,,,1.63E+18,-3.497216
1.63E+18,-0.583917,1.016218,-0.208916,-0.252240164,-0.02227318,0.015994245,,,1.63E+18,-3.497728
1.63E+18,-0.319256,1.0136,-0.344999,-0.25807926,-0.01211113,0.013905112,,,1.63E+18,-3.498285
1.63E+18,-0.124198,0.712775,-0.481624,-0.26127186,-0.001975,0.010455078,,,1.63E+18,-3.498911
1.63E+18,-0.043825,0.29065,-0.600603,-0.262513825,0.005152659,0.0056389,,,1.63E+18,-3.499593
1.63E+18,-0.019583,-0.187204,-0.733789,-0.26295208,0.008059196,-0.000367207,,,1.63E+18,-3.500492
1.63E+18,0.022777,-0.598857,-0.905232,-0.263147908,0.00618718,-0.007705003,,,1.63E+18,-3.501663
1.63E+18,0.105069,-0.835035,-1.08556,-0.262920135,0.000198533,-0.016757439,,,1.63E+18,-3.503093
1.63E+18,0.196315,-0.857725,-1.197977,-0.261869458,-0.00815171,-0.0276129,,,1.63E+18,-3.505488
1.63E+18,0.276111,-0.730193,-1.192671,-0.259906283,-0.01672907,-0.039592824,,,1.63E+18,-3.508908
1.63E+18,0.359346,-0.59432,-1.089208,-0.257145208,-0.024030906,-0.051519381,,,1.63E+18,-3.51325
1.63E+18,0.439875,-0.520335,-0.956929,-0.253551702,-0.029974182,-0.0624116,,,1.63E+18,-3.518945
1.63E+18,0.505744,-0.409576,-0.83226,-0.249153009,-0.035177466,-0.071980768,,,1.63E+18,-3.525937
1.63E+18,0.590096,-0.155369,-0.780982,-0.244095504,-0.039273278,-0.080303474,,,1.63E+18,-3.534015
1.63E+18,0.731537,0.122854,-0.800757,-0.23819462,-0.040826948,-0.088113195,,,1.63E+18,-3.54307
1.63E+18,0.934798,0.202895,-0.767648,-0.230879156,-0.039598393,-0.096120867,,,1.63E+18,-3.552793
1.63E+18,1.170121,0.048311,-0.599643,-0.221531296,-0.037569469,-0.103797249,,,1.63E+18,-3.562869
1.63E+18,1.410732,-0.061034,-0.364896,-0.209829936,-0.037086352,-0.109793755,,,1.63E+18,-3.575722
1.63E+18,1.622458,0.103795,-0.115349,-0.195722796,-0.037696685,-0.113442669,,,1.63E+18,-3.588636
1.63E+18,1.766186,0.504295,0.088994,-0.179498009,-0.036658721,-0.114596174,,,1.63E+18,-3.597723
1.63E+18,1.761159,0.890415,0.197554,-0.161836375,-0.031615836,-0.113706245,,,1.63E+18,-3.598847
1.63E+18,1.613801,1.084617,0.247261,-0.144224559,-0.022711572,-0.11173068,,,1.63E+18,-3.584187
1.63E+18,1.377239,1.086153,0.186436,-0.128086756,-0.011865541,-0.109258101,,,1.63E+18,-3.552759
1.63E+18,1.067321,1.018714,-0.014696,-0.11431419,-0.001003872,-0.107393717,,,1.63E+18,-3.507288
1.63E+18,0.71541,0.898356,-0.311437,-0.103641116,0.009183138,-0.107540676,,,1.63E+18,-3.447276
1.63E+18,0.396923,0.688201,-0.627289,-0.096486925,0.018166813,-0.110655085,,,1.63E+18,-3.374247
1.63E+18,0.190538,0.489024,-0.884341,-0.092517745,0.025048735,-0.116927895,,,1.63E+18,-3.289944
1.63E+18,0.062151,0.350776,-1.045662,-0.090612341,0.029939037,-0.125771418,,,1.63E+18,-3.196286
1.63E+18,-0.024766,0.260455,-1.100098,-0.089990839,0.033446753,-0.136227904,,,1.63E+18,-3.095827
1.63E+18,-0.111841,0.234066,-1.020895,-0.090238502,0.036051336,-0.147229025,,,1.63E+18,-2.990713
1.63E+18,-0.2289,0.200608,-0.843518,-0.091356898,0.038391966,-0.157437845,,,1.63E+18,-2.884349
1.63E+18,-0.367811,0.095731,-0.56348,-0.093645927,0.040398072,-0.165873133,,,1.63E+18,-2.779567
1.63E+18,-0.485044,-0.069918,-0.280317,-0.09732399,0.041355369,-0.17150786,,,1.63E+18,-2.678349
1.63E+18,-0.592696,-0.253911,-0.017,-0.102174492,0.04065618,-0.174311066,,,1.63E+18,-2.584409
1.63E+18,-0.690941,-0.378789,0.144705,-0.108101376,0.038117103,-0.174481064,,,1.63E+18,-2.499453
1.63E+18,-0.790198,-0.490699,0.212581,-0.115010875,0.034329164,-0.173033996,,,1.63E+18,-2.422127
1.63E+18,-0.913104,-0.634026,0.173137,-0.122912754,0.029422237,-0.170908213,,,1.63E+18,-2.353389
1.63E+18,-1.060811,-0.783531,0.054524,-0.13204391,0.023081896,-0.169176821,,,1.63E+18,-2.292722
1.63E+18,-1.263967,-0.867237,-0.116536,-0.142651885,0.015246686,-0.168631588,,,1.63E+18,-2.239884
1.63E+18,-1.493513,-0.910189,-0.27269,-0.155291716,0.006574205,-0.169796963,,,1.63E+18,-2.194919
1.63E+18,-1.758472,-0.961275,-0.352888,-0.170226655,-0.002527568,-0.172523828,,,1.63E+18,-2.15706
1.63E+18,-2.061164,-1.002866,-0.320792,-0.1878116,-0.012140441,-0.176052753,,,1.63E+18,-2.126819
1.63E+18,-2.419899,-1.026655,-0.181462,-0.208422977,-0.022168973,-0.179260632,,,1.63E+18,-2.103595
1.63E+18,-2.811638,-1.086537,0.034976,-0.232622276,-0.032435654,-0.181075275,,,1.63E+18,-2.086482
1.63E+18,-3.19596,-1.219496,0.248046,-0.260738296,-0.043300885,-0.18072552,,,1.63E+18,-2.076048
1.63E+18,-3.55438,-1.420017,0.381389,-0.292698306,-0.055496001,-0.178245028,,,1.63E+18,-2.071532
1.63E+18,-3.797801,-1.703267,0.425354,-0.328241651,-0.069695989,-0.174431187,,,1.63E+18,-2.072042
1.63E+18,-3.849969,-2.023011,0.481955,-0.366220147,-0.086728877,-0.170177592,,,1.63E+18,-2.076779
1.63E+18,-3.720361,-2.325529,0.671114,-0.404719344,-0.106958729,-0.165358104,,,1.63E+18,-2.085018
1.63E+18,-3.522982,-2.432361,0.962654,-0.44192343,-0.130214316,-0.158646878,,,1.63E+18,-2.095966
1.63E+18,-3.330786,-2.2487,1.254124,-0.477152799,-0.154537615,-0.149020461,,,1.63E+18,-2.108877
1.63E+18,-3.165224,-1.798998,1.397468,-0.510461085,-0.177024903,-0.136479061,,,1.63E+18,-2.12306
1.63E+18,-2.958752,-1.085246,1.316729,-0.54211292,-0.195014652,-0.122504559,,,1.63E+18,-2.137765
1.63E+18,-2.63817,-0.231221,1.030547,-0.571700819,-0.205867251,-0.109337101,,,1.63E+18,-2.152358
1.63E+18,-2.281651,0.337372,0.756618,-0.598082181,-0.208179432,-0.099031763,,,1.63E+18,-2.166186
1.63E+18,-1.933127,0.691185,0.629785,-0.620898983,-0.204805669,-0.091465486,,,1.63E+18,-2.179069
1.63E+18,-1.627031,0.983179,0.685146,-0.640230006,-0.197893907,-0.085167717,,,1.63E+18,-2.191665
1.63E+18,-1.42562,1.122892,0.875143,-0.656500524,-0.188061991,-0.078316169,,,1.63E+18,-2.203424
1.63E+18,-1.319574,1.169737,1.096521,-0.670756542,-0.176833215,-0.069564851,,,1.63E+18,-2.214218
1.63E+18,-1.294179,1.197802,1.269046,-0.683952451,-0.165135695,-0.058599501,,,1.63E+18,-2.224565
1.63E+18,-1.325403,1.153244,1.343467,-0.696894075,-0.153157829,-0.045909203,,,1.63E+18,-2.233989
1.63E+18,-1.400731,0.940226,1.291596,-0.710148275,-0.141625241,-0.032474361,,,1.63E+18,-2.242405
1.63E+18,-1.471679,0.585802,1.142702,-0.724155405,-0.132223101,-0.019558566,,,1.63E+18,-2.250402
1.63E+18,-1.522765,0.254102,0.936404,-0.738872384,-0.126365006,-0.0081314,,,1.63E+18,-2.257587
1.63E+18,-1.584218,0.084142,0.711274,-0.754099839,-0.123824019,0.00123252,,,1.63E+18,-2.263915
1.63E+18,-1.621865,0.071419,0.531819,-0.769942222,-0.122982588,0.008345351,,,1.63E+18,-2.270027
1.63E+18,-1.589175,0.121248,0.370987,-0.786160664,-0.122268407,0.013663473,,,1.63E+18,-2.275624
1.63E+18,-1.506429,0.28407,0.225863,-0.802052617,-0.121055912,0.01737339,,,1.63E+18,-2.280675
1.63E+18,-1.410593,0.486737,0.107792,-0.817116715,-0.118215248,0.019631992,,,1.63E+18,-2.285675
1.63E+18,-1.339488,0.628353,0.023998,-0.831222825,-0.113347816,0.020709925,,,1.63E+18,-2.290383
1.63E+18,-1.274474,0.634567,-0.053564,-0.844617534,-0.107064366,0.020949902,,,1.63E+18,-2.294754
1.63E+18,-1.224436,0.499339,-0.130481,-0.857362437,-0.100718615,0.020414255,,,1.63E+18,-2.299241
1.63E+18,-1.2059,0.275692,-0.203296,-0.86960664,-0.095725289,0.019109462,,,1.63E+18,-2.303663
1.63E+18,-1.217262,0.022497,-0.260106,-0.881665794,-0.092968334,0.017076476,,,1.63E+18,-2.307966
1.63E+18,-1.232028,-0.312606,-0.328209,-0.893838259,-0.092743366,0.014475449,,,1.63E+18,-2.312366
1.63E+18,-1.250965,-0.630779,-0.413695,-0.906158696,-0.095869466,0.011193317,,,1.63E+18,-2.31671
1.63E+18,-1.267196,-0.839486,-0.507664,-0.918668186,-0.102177176,0.00705642,,,1.63E+18,-2.320938
1.63E+18,-1.252972,-0.914291,-0.629994,-0.931340308,-0.110572143,0.001979715,,,1.63E+18,-2.325122
1.63E+18,-1.193351,-0.903714,-0.780215,-0.943869868,-0.119714936,-0.004320144,,,1.63E+18,-2.32913
1.63E+18,-1.099191,-0.794456,-0.952199,-0.955803531,-0.128752192,-0.012122394,,,1.63E+18,-2.33291
1.63E+18,-0.982638,-0.647866,-1.116731,-0.9667953,-0.13669665,-0.021644262,,,1.63E+18,-2.336645
1.63E+18,-0.870396,-0.562869,-1.251715,-0.976621806,-0.143175393,-0.032811715,,,1.63E+18,-2.340253
1.63E+18,-0.799588,-0.663557,-1.331302,-0.985325654,-0.148804011,-0.045328705,,,1.63E+18,-2.343703
1.63E+18,-0.688323,-0.978885,-1.329313,-0.993321637,-0.155439666,-0.058641895,,,1.63E+18,-2.347728
1.63E+18,-0.453018,-1.23297,-1.276953,-1.000204779,-0.165228391,-0.071934855,,,1.63E+18,-2.352343
1.63E+18,-0.118281,-1.100098,-1.213615,-1.004735017,-0.177558248,-0.084704548,,,1.63E+18,-2.357485
1.63E+18,0.112888,-0.713717,-1.094304,-1.005917812,-0.188559088,-0.096840543,,,1.63E+18,-2.363293
1.63E+18,0.217538,-0.295955,-0.839538,-1.004788917,-0.195696349,-0.107783723,,,1.63E+18,-2.369667
1.63E+18,0.203383,-0.106797,-0.486737,-1.002613565,-0.198655861,-0.116178996,,,1.63E+18,-2.376489
1.63E+18,0.111073,-0.111666,-0.081228,-1.000579709,-0.199723845,-0.121046428,,,1.63E+18,-2.386486
1.63E+18,0.03817,-0.095819,0.282115,-0.999468993,-0.20084049,-0.121858698,,,1.63E+18,-2.399776
1.63E+18,0.040369,0.008343,0.591091,-0.999087288,-0.201798693,-0.119037511,,,1.63E+18,-2.416039
1.63E+18,0.110794,0.132156,0.771121,-0.998683603,-0.201715264,-0.113126677,,,1.63E+18,-2.435732
1.63E+18,0.185755,0.280509,0.824878,-0.997575649,-0.200393687,-0.105415368,,,1.63E+18,-2.458676
1.63E+18,0.205705,0.450086,0.761662,-0.995718123,-0.197588633,-0.097166694,,,1.63E+18,-2.484414
1.63E+18,0.143693,0.626416,0.627062,-0.993661047,-0.193087715,-0.089549977,,,1.63E+18,-2.512872
1.63E+18,0.036512,0.790512,0.398092,-0.992224135,-0.186823635,-0.083279437,,,1.63E+18,-2.543354
1.63E+18,-0.161181,1.116522,0.089867,-0.99185901,-0.178918414,-0.079298466,,,1.63E+18,-2.57515
1.63E+18,-0.34739,1.250197,-0.150273,-0.9934708,-0.167753337,-0.078399807,,,1.63E+18,-2.60805
1.63E+18,-0.491764,1.059642,-0.358822,-0.996944744,-0.155251207,-0.079902557,,,1.63E+18,-2.640799
1.63E+18,-0.656855,0.646836,-0.472216,-1.001862321,-0.144654923,-0.083490731,,,1.63E+18,-2.672457
1.63E+18,-0.807389,0.085364,-0.489198,-1.008430955,-0.13818648,-0.088212951,,,1.63E+18,-2.702627
1.63E+18,-0.938219,-0.403346,-0.409681,-1.016504742,-0.137332851,-0.093104868,,,1.63E+18,-2.730265
1.63E+18,-1.044911,-0.6819,-0.269601,-1.025887052,-0.141366362,-0.097201731,,,1.63E+18,-2.755253
1.63E+18,-1.113904,-0.749479,-0.098279,-1.036336028,-0.148185275,-0.099897706,,,1.63E+18,-2.779148
1.63E+18,-1.142615,-0.694135,0.05236,-1.047475211,-0.155680161,-0.100880509,,,1.63E+18,-2.801177
1.63E+18,-1.145285,-0.606781,0.133553,-1.058901215,-0.162621422,-0.100356916,,,1.63E+18,-2.821259
1.63E+18,-1.12572,-0.560163,0.128352,-1.070354211,-0.16868931,-0.099021369,,,1.63E+18,-2.840622
1.63E+18,-1.087584,-0.557179,0.043616,-1.081611267,-0.174290868,-0.097737865,,,1.63E+18,-2.858648
1.63E+18,-1.036848,-0.582259,-0.109991,-1.092487246,-0.17986273,-0.097301699,,,1.63E+18,-2.87525
1.63E+18,-0.950995,-0.615316,-0.30449,-1.102855594,-0.185685245,-0.098401595,,,1.63E+18,-2.89351
1.63E+18,-0.843378,-0.63914,-0.505779,-1.112365665,-0.191838484,-0.101446534,,,1.63E+18,-2.913172
1.63E+18,-0.717592,-0.630151,-0.659647,-1.120799337,-0.198229802,-0.10650426,,,1.63E+18,-2.933997
1.63E+18,-0.581072,-0.590672,-0.762098,-1.127975349,-0.204531393,-0.113100814,,,1.63E+18,-2.960694
1.63E+18,-0.455252,-0.530894,-0.796446,-1.133785995,-0.210438037,-0.120721696,,,1.63E+18,-2.993396
1.63E+18,-0.333655,-0.506931,-0.742481,-1.138338573,-0.215747045,-0.128686258,,,1.63E+18,-3.031559
1.63E+18,-0.203191,-0.507751,-0.619505,-1.14167508,-0.22081629,-0.136110973,,,1.63E+18,-3.077046
1.63E+18,-0.09266,-0.528939,-0.461605,-1.143707017,-0.225893865,-0.142306103,,,1.63E+18,-3.129572
1.63E+18,0.005882,-0.506337,-0.349118,-1.144633605,-0.231183187,-0.146922094,,,1.63E+18,-3.188247
1.63E+18,0.169349,-0.451028,-0.273458,-1.144574784,-0.236246622,-0.150413318,,,1.63E+18,-3.252872
1.63E+18,0.426628,-0.31936,-0.171671,-1.142881316,-0.240756844,-0.153147863,,,1.63E+18,-3.322089
1.63E+18,0.679649,-0.119433,0.03447,-1.138614981,-0.243950485,-0.154864595,,,1.63E+18,-3.394441
1.63E+18,0.817233,0.152908,0.350113,-1.131818578,-0.2451448,-0.1545199,,,1.63E+18,-3.469471
1.63E+18,0.852524,0.432231,0.765501,-1.123646143,-0.2436157,-0.151018725,,,1.63E+18,-3.544641
1.63E+18,0.872769,0.672929,1.129263,-1.115121012,-0.239293446,-0.143363813,,,1.63E+18,-3.61798
1.63E+18,0.900119,0.985744,1.356208,-1.106393211,-0.23256407,-0.132071038,,,1.63E+18,-3.688292
1.63E+18,0.898077,1.332803,1.430559,-1.097392136,-0.222706756,-0.118509132,,,1.63E+18,-3.75288
1.63E+18,0.919055,1.453179,1.418534,-1.088411251,-0.209378555,-0.104203359,,,1.63E+18,-3.810967
1.63E+18,0.953962,1.22831,1.401307,-1.079220819,-0.194846951,-0.0900182,,,1.63E+18,-3.86205
1.63E+18,0.861058,0.851267,1.475222,-1.069681077,-0.182563694,-0.076004951,,,1.63E+18,-3.904479
1.63E+18,0.651479,0.560512,1.611428,-1.061070607,-0.174051133,-0.06125292,,,1.63E+18,-3.938559
1.63E+18,0.525431,0.725935,1.669914,-1.054555733,-0.168445941,-0.045138434,,,1.63E+18,-3.96585
1.63E+18,0.435721,0.401722,1.473826,-1.049301491,-0.161186684,-0.028439507,,,1.63E+18,-3.986392
1.63E+18,0.253858,0.523965,1.112805,-1.044944225,-0.157169413,-0.013701059,,,1.63E+18,-4.000938
1.63E+18,0.08786,0.471658,0.708098,-1.042405677,-0.15192983,-0.002573151,,,1.63E+18,-4.009913
1.63E+18,-0.024435,0.222337,0.295641,-1.041527066,-0.147213189,0.00450792,,,1.63E+18,-4.01397
1.63E+18,-0.10081,0.044855,-0.034854,-1.041771413,-0.144989848,0.007464292,,,1.63E+18,-4.013833
1.63E+18,-0.129294,0.1494,-0.27262,-1.042779526,-0.144541292,0.007115747,,,1.63E+18,-4.005824
1.63E+18,-0.088802,0.177029,-0.423975,-1.044072449,-0.143047311,0.004389582,,,1.63E+18,-3.990156
1.63E+18,-0.114808,-0.006754,-0.491991,-1.044960481,-0.141276999,0.000149778,,,1.63E+18,-3.967667
1.63E+18,-0.228324,-0.057613,-0.461448,-1.046108546,-0.141344538,-0.004770069,,,1.63E+18,-3.93892
1.63E+18,-0.364564,-0.227172,-0.36055,-1.048391815,-0.141920675,-0.009384608,,,1.63E+18,-3.904285
1.63E+18,-0.494958,-0.411828,-0.267908,-1.052037409,-0.144192366,-0.012990062,,,1.63E+18,-3.864653
1.63E+18,-0.623624,-0.593255,-0.226142,-1.056987052,-0.148310699,-0.015669176,,,1.63E+18,-3.820134
1.63E+18,-0.731537,-0.734452,-0.279532,-1.063223212,-0.154243173,-0.017930567,,,1.63E+18,-3.771347
1.63E+18,-0.795364,-0.830183,-0.436681,-1.070538676,-0.161587787,-0.020725923,,,1.63E+18,-3.718938
1.63E+18,-0.794928,-0.813271,-0.665215,-1.078492214,-0.169889511,-0.025092677,,,1.63E+18,-3.657492
1.63E+18,-0.724765,-0.820095,-0.93712,-1.086441596,-0.178022325,-0.031744912,,,1.63E+18,-3.587389
1.63E+18,-0.630203,-0.935584,-1.228537,-1.093689153,-0.18622317,-0.041115992,,,1.63E+18,-3.509606
1.63E+18,-0.517001,-0.876818,-1.458502,-1.099991264,-0.195579129,-0.05340152,,,1.63E+18,-3.42316
1.63E+18,-0.341474,-0.854147,-1.599507,-1.105161207,-0.204347197,-0.067986353,,,1.63E+18,-3.329409
1.63E+18,-0.120969,-0.808506,-1.618653,-1.108575991,-0.212888777,-0.083981628,,,1.63E+18,-3.229852
1.63E+18,0.058783,-0.694851,-1.504805,-1.109785666,-0.220973733,-0.100167951,,,1.63E+18,-3.123831
1.63E+18,0.197606,-0.633851,-1.28924,-1.109197828,-0.227922332,-0.115216193,,,1.63E+18,-3.014301
1.63E+18,0.30997,-0.648634,-1.034858,-1.107221793,-0.234260761,-0.128108428,,,1.63E+18,-2.90385
1.63E+18,0.467504,-0.755972,-0.819537,-1.104122054,-0.240747184,-0.138457141,,,1.63E+18,-2.792216
1.63E+18,0.676839,-0.828996,-0.675582,-1.099447074,-0.248306807,-0.146652406,,,1.63E+18,-2.685884
1.63E+18,0.905232,-0.812817,-0.604181,-1.092678597,-0.256596873,-0.153408312,,,1.63E+18,-2.590432
1.63E+18,1.159701,-0.67087,-0.566167,-1.083626393,-0.264724939,-0.159450045,,,1.63E+18,-2.506622
1.63E+18,1.331041,-0.424063,-0.473229,-1.072029234,-0.271433725,-0.165111787,,,1.63E+18,-2.437371
1.63E+18,1.393296,-0.138195,-0.304944,-1.058718995,-0.275674301,-0.169844017,,,1.63E+18,-2.382134
1.63E+18,1.368757,0.056863,-0.09149,-1.044785856,-0.277056268,-0.172893496,,,1.63E+18,-2.3378
1.63E+18,1.326747,0.165352,0.076061,-1.031098462,-0.276487646,-0.173808384,,,1.63E+18,-2.304109
1.63E+18,1.320184,0.274593,0.204256,-1.017830822,-0.274834105,-0.173047764,,,1.63E+18,-2.279537
1.63E+18,1.355789,0.396556,0.319448,-1.004629151,-0.27208821,-0.171005231,,,1.63E+18,-2.262252
1.63E+18,1.452742,0.27564,0.400762,-0.991071087,-0.268122599,-0.16781071,,,1.63E+18,-2.25021
1.63E+18,1.532469,0.01213,0.39687,-0.976543853,-0.265366234,-0.163803141,,,1.63E+18,-2.241706
1.63E+18,1.5583,0.129311,0.35603,-0.961218967,-0.265244933,-0.15983439,,,1.63E+18,-2.242742
1.63E+18,1.576626,0.340147,0.283267,-0.945636166,-0.263951839,-0.156274136,,,1.63E+18,-2.252483
1.63E+18,1.590012,0.561595,0.109397,-0.929869705,-0.260550326,-0.153441429,,,1.63E+18,-2.269821
1.63E+18,1.611986,0.894289,-0.126344,-0.913969788,-0.254934448,-0.152347473,,,1.63E+18,-2.297269
1.63E+18,1.622545,0.764576,-0.352906,-0.897849722,-0.245991443,-0.15361093,,,1.63E+18,-2.333964
1.63E+18,1.533586,0.673313,-0.4922,-0.88162448,-0.238345781,-0.157139944,,,1.63E+18,-2.378755
1.63E+18,1.357535,0.674186,-0.525693,-0.866288423,-0.231612565,-0.162062007,,,1.63E+18,-2.432797
1.63E+18,1.15279,0.716074,-0.452983,-0.852713247,-0.224870791,-0.16731887,,,1.63E+18,-2.494884
1.63E+18,0.946143,0.64544,-0.330443,-0.841185199,-0.217709959,-0.171848758,,,1.63E+18,-2.563853
