time,gyr_x,gyr_y,gyr_z,x_sum,y_sum,z_sum,,,time,oldX
1.63E+18,-0.705881,0.921028,-0.246824,-0.186160772,-0.194646493,-0.042965569,,,,
1.63E+18,-0.495848,1.253914,-0.390046,-0.193219672,-0.185436096,-0.04543384,,,,
1.63E+18,-0.353045,1.336102,-0.475375,-0.198178089,-0.172897116,-0.04933425,,,,
1.63E+18,-0.318941,1.439443,-0.519916,-0.201708584,-0.159535925,-0.054088061,,,,
1.63E+18,-0.41565,1.507807,-0.477679,-0.204897953,-0.145141679,-0.059287155,,,,
1.63E+18,-0.596728,1.385861,-0.382402,-0.209054506,-0.130063416,-0.064064006,,,,
1.63E+18,-0.842732,1.090761,-0.280056,-0.21502171,-0.116204984,-0.067887977,,,,
1.63E+18,-1.073779,0.647343,-0.236265,-0.223449138,-0.105297234,-0.070688573,,,,
1.63E+18,-1.208833,0.198077,-0.233316,-0.23418679,-0.098823887,-0.073051192,,,,
1.63E+18,-1.28355,-0.098594,-0.249233,-0.246275275,-0.096843092,-0.075384382,,,,
1.63E+18,-1.3734,-0.274383,-0.231029,-0.259110611,-0.097829019,-0.07787668,,,,
1.63E+18,-1.390975,-0.260647,-0.225078,-0.272844787,-0.100572884,-0.080187,,,,
1.63E+18,-1.326834,-0.075835,-0.264732,-0.286754359,-0.103179321,-0.082437751,,,,
1.63E+18,-1.305332,0.183015,-0.339187,-0.300022868,-0.10393768,-0.085085105,,,,
1.63E+18,-1.330273,0.206333,-0.425948,-0.313076021,-0.102107554,-0.088476932,,,,
1.63E+18,-1.304983,-0.041103,-0.48871,-0.326378922,-0.100044197,-0.092736466,,,,
1.63E+18,-1.256463,-0.268973,-0.498571,-0.339428585,-0.100455222,-0.097623504,,,,
1.63E+18,-1.23688,-0.270212,-0.435913,-0.351993375,-0.103144987,-0.102609277,,,,
1.63E+18,-1.221818,-0.12535,-0.289149,-0.364362017,-0.105847072,-0.106968352,,,,
1.63E+18,-1.211573,-0.019303,-0.098786,-0.376580353,-0.107100588,-0.109859879,,,,
1.63E+18,-1.231818,0.013858,0.111404,-0.388695928,-0.107293616,-0.110847726,,,,
1.63E+18,-1.269622,0.064996,0.278258,-0.401014266,-0.107155034,-0.109733672,,,,
1.63E+18,-1.260721,0.120759,0.304228,-0.413710324,-0.106505082,-0.106951127,,,,
1.63E+18,-1.172931,0.226212,0.164323,-0.426317695,-0.105297477,-0.103908808,,,,
1.63E+18,-1.053708,0.303111,-0.052709,-0.438046855,-0.103035386,-0.102265599,,,,
1.63E+18,-0.900747,0.321926,-0.32519,-0.44858407,-0.100004237,-0.102792696,,,,
1.63E+18,-0.741625,0.30072,-0.555992,-0.457591424,-0.096785018,-0.106044555,,,,
1.63E+18,-0.590986,0.302692,-0.730612,-0.465007769,-0.09377778,-0.111604546,,,,
1.63E+18,-0.493003,0.398406,-0.799064,-0.470917554,-0.090750898,-0.118910572,,,,
1.63E+18,-0.435948,0.541523,-0.780686,-0.475847647,-0.086766787,-0.126901314,,,,
1.63E+18,-0.425372,0.685443,-0.700994,-0.480207071,-0.081351627,-0.134708075,,,,
1.63E+18,-0.467556,0.807093,-0.572363,-0.484460845,-0.074497109,-0.141718104,,,,
1.63E+18,-0.548784,0.86769,-0.422876,-0.489136346,-0.066426282,-0.147441661,,,,
1.63E+18,-0.65874,0.903278,-0.307806,-0.494624256,-0.057749271,-0.151670475,,,,
1.63E+18,-0.780948,0.874864,-0.2374,-0.501211571,-0.048716607,-0.154748496,,,,
1.63E+18,-0.910451,0.7063,-0.2093,-0.509021151,-0.039967855,-0.157122526,,,,
1.63E+18,-1.00524,0.5288,-0.241536,-0.518125545,-0.032904945,-0.159215499,,,,
1.63E+18,-1.070306,0.543496,-0.324858,-0.528178074,-0.027616877,-0.16163089,,,,
1.63E+18,-1.136558,0.711466,-0.434971,-0.538880997,-0.022181987,-0.164879429,,,,
1.63E+18,-1.207017,0.882508,-0.543426,-0.550246722,-0.015067236,-0.169229194,,,,
1.63E+18,-1.278838,0.915338,-0.655598,-0.562316738,-0.006242269,-0.174663385,,,,
1.63E+18,-1.351321,0.883451,-0.752499,-0.575105281,0.002911228,-0.181219449,,,,
1.63E+18,-1.422339,0.817914,-0.839713,-0.588618318,0.011745625,-0.188744342,,,,
1.63E+18,-1.44316,0.675495,-0.874462,-0.60284189,0.01992487,-0.19714158,,,,
1.63E+18,-1.368006,0.456683,-0.83994,-0.617273306,0.026679733,-0.205886088,,,,
1.63E+18,-1.2314,0.265726,-0.705811,-0.630953541,0.031246622,-0.214285595,,,,
1.63E+18,-1.07261,0.248483,-0.508449,-0.643267383,0.033903848,-0.221343615,,,,
1.63E+18,-0.873083,0.378422,-0.310407,-0.65399362,0.03638871,-0.22642817,,,,
1.63E+18,-0.613693,0.565103,-0.195774,-0.662724339,0.040172881,-0.2295322,,,,
1.63E+18,-0.350078,0.721729,-0.174638,-0.668861347,0.045823984,-0.231489965,,,,
1.63E+18,-0.151512,0.824057,-0.237853,-0.672362082,0.053041181,-0.233236323,,,,
1.63E+18,0.00562,0.830009,-0.327127,-0.673877222,0.061281857,-0.235614884,,,,
1.63E+18,0.143274,0.803777,-0.407395,-0.673821022,0.06958184,-0.238886112,,,,
1.63E+18,0.247994,0.802555,-0.47267,-0.672388264,0.077619713,-0.242960114,,,,
1.63E+18,0.275814,0.86783,-0.497628,-0.669908356,0.085645161,-0.247686753,,,,
1.63E+18,0.243962,0.842331,-0.465549,-0.667150181,0.094323572,-0.252663097,,,,
1.63E+18,0.142855,0.693664,-0.401094,-0.664710592,0.102746774,-0.257318527,,,,
1.63E+18,-0.045431,0.496459,-0.301558,-0.663282024,0.109683503,-0.261329519,,,,
1.63E+18,-0.271119,0.232059,-0.204186,-0.663736328,0.114648029,-0.26434506,,,,
1.63E+18,-0.50241,-0.05496,-0.123273,-0.666447552,0.116968649,-0.266386946,,,,
1.63E+18,-0.760929,-0.323933,-0.064996,-0.671471588,0.116419056,-0.267619661,,,,
1.63E+18,-1.00531,-0.589066,-0.030229,-0.679080975,0.113179684,-0.268269629,,,,
1.63E+18,-1.193648,-0.866975,-0.007767,-0.689133947,0.1072891,-0.268571915,,,,
1.63E+18,-1.333833,-1.032449,0.031276,-0.70107058,0.098619239,-0.268649586,,,,
1.63E+18,-1.44529,-1.159126,0.094492,-0.714408739,0.088294881,-0.26833683,,,,
1.63E+18,-1.528472,-1.270582,0.176139,-0.728861824,0.076703473,-0.267391898,,,,
1.63E+18,-1.612894,-1.425655,0.24644,-0.744146348,0.063997815,-0.26563053,,,,
1.63E+18,-1.659808,-1.634291,0.264173,-0.760275495,0.049741083,-0.263166099,,,,
1.63E+18,-1.640173,-1.802175,0.236579,-0.776873362,0.033398382,-0.260524403,,,,
1.63E+18,-1.562122,-1.844028,0.199474,-0.793275302,0.015376401,-0.258158582,,,,
1.63E+18,-1.405217,-1.771631,0.158947,-0.808896322,-0.003063643,-0.256163868,,,,
1.63E+18,-1.233756,-1.620242,0.151599,-0.822948672,-0.02078018,-0.254574378,,,,
1.63E+18,-1.090168,-1.412512,0.16544,-0.835286074,-0.036982392,-0.253058407,,,,
1.63E+18,-1.004018,-1.198971,0.177343,-0.846187894,-0.051107693,-0.251403986,,,,
1.63E+18,-1.007352,-1.041892,0.143134,-0.856227945,-0.063097249,-0.249630579,,,,
1.63E+18,-1.115422,-0.938324,0.058992,-0.866301594,-0.073516303,-0.24819922,,,,
1.63E+18,-1.36394,-0.939423,-0.055519,-0.877455671,-0.082899423,-0.247609308,,,,
1.63E+18,-1.638498,-1.210438,-0.186628,-0.891095246,-0.092293773,-0.248164505,,,,
1.63E+18,-1.71311,-1.479201,-0.292465,-0.907480016,-0.104397998,-0.250030761,,,,
1.63E+18,-1.629422,-1.284039,-0.364564,-0.924611335,-0.119190197,-0.252955448,,,,
1.63E+18,-1.49018,-0.609748,-0.389872,-0.940905347,-0.132030423,-0.256601042,,,,
1.63E+18,-1.39115,0.177622,-0.364617,-0.955807338,-0.138127981,-0.260499812,,,,
1.63E+18,-1.436144,0.673139,-0.290388,-0.96971866,-0.136351784,-0.264145935,,,,
1.63E+18,-1.627362,0.784368,-0.200259,-0.984080283,-0.129620308,-0.267049852,,,,
1.63E+18,-1.893822,0.542867,-0.129957,-1.000353695,-0.121776728,-0.269052417,,,,
1.63E+18,-2.160229,0.015481,-0.087842,-1.019292158,-0.116347989,-0.270352003,,,,
1.63E+18,-2.331428,-0.530615,-0.086254,-1.040894171,-0.116193181,-0.271230412,,,,
1.63E+18,-2.407437,-0.970909,-0.118613,-1.064208749,-0.121499398,-0.272092963,,,,
1.63E+18,-2.387593,-1.327079,-0.151966,-1.088282811,-0.131208364,-0.273279078,,,,
1.63E+18,-2.298983,-1.552942,-0.17579,-1.112159047,-0.144479324,-0.274798757,,,,
1.63E+18,-2.156634,-1.62813,-0.205338,-1.135148583,-0.160008545,-0.276556635,,,,
1.63E+18,-1.972379,-1.629579,-0.253177,-1.156715199,-0.176290054,-0.278610041,,,,
1.63E+18,-1.727649,-1.508191,-0.351544,-1.176438736,-0.192585635,-0.281141779,,,,
1.63E+18,-1.450351,-1.271542,-0.485411,-1.193715447,-0.207667738,-0.284657264,,,,
1.63E+18,-1.170662,-0.98379,-0.620604,-1.208218772,-0.220382995,-0.289511311,,,,
1.63E+18,-0.919963,-0.669962,-0.704746,-1.219925542,-0.230221021,-0.295717431,,,,
1.63E+18,-0.726982,-0.329867,-0.717924,-1.229125054,-0.236920556,-0.302764801,,,,
1.63E+18,-0.614583,-0.035744,-0.652945,-1.236394967,-0.240219268,-0.309944133,,,,
1.63E+18,-0.587286,0.170484,-0.522604,-1.242540718,-0.240576703,-0.316473499,,,,
1.63E+18,-0.637185,0.258972,-0.353848,-1.248413653,-0.238871841,-0.321699606,,,,
1.63E+18,-0.769149,0.251589,-0.153292,-1.254785422,-0.236282155,-0.325238041,,,,
1.63E+18,-0.903557,0.209981,0.034453,-1.26247701,-0.233766232,-0.32677098,,,,
1.63E+18,-1.042607,0.170693,0.212023,-1.271512465,-0.231666449,-0.326426455,,,,
1.63E+18,-1.207803,0.167639,0.370813,-1.281938668,-0.229959497,-0.324306198,,,,
1.63E+18,-1.398131,0.165161,0.474014,-1.294016543,-0.228283129,-0.320598115,,,,
1.63E+18,-1.629247,0.115,0.529097,-1.307998032,-0.226631498,-0.315857914,,,,
1.63E+18,-1.845668,-0.008709,0.522272,-1.324290294,-0.225481512,-0.310567012,,,,
1.63E+18,-2.055108,-0.105732,0.464537,-1.34274721,-0.225568603,-0.305344225,,,,
1.63E+18,-2.198661,-0.176278,0.352696,-1.363298027,-0.22662591,-0.300698915,,,,
1.63E+18,-2.259032,-0.252026,0.234625,-1.385284918,-0.228388713,-0.29717191,,,,
1.63E+18,-2.255367,-0.295432,0.133884,-1.407874949,-0.23090894,-0.29482569,,,,
1.63E+18,-2.239554,-0.30367,0.046635,-1.430428908,-0.233863298,-0.293486832,,,,
1.63E+18,-2.197317,-0.317947,-0.00658,-1.452824161,-0.236899959,-0.293020488,,,,
1.63E+18,-2.101272,-0.311245,-0.039532,-1.474797613,-0.24007947,-0.293086289,,,,
1.63E+18,-1.9514,-0.232478,-0.064979,-1.495810064,-0.24319188,-0.293481604,,,,
1.63E+18,-1.758873,-0.105313,-0.073897,-1.515324313,-0.24551669,-0.294131402,,,,
1.63E+18,-1.566154,0.03276,-0.071925,-1.532912818,-0.246569806,-0.294870363,,,,
1.63E+18,-1.365511,0.230244,-0.06346,-1.548574559,-0.246242202,-0.295589622,,,,
1.63E+18,-1.215692,0.451307,-0.06552,-1.562229494,-0.243939792,-0.296224214,,,,
1.63E+18,-1.119925,0.645946,-0.094527,-1.57438657,-0.239426664,-0.296879422,,,,
1.63E+18,-1.103449,0.777631,-0.137078,-1.585585676,-0.232967287,-0.29782468,,,,
1.63E+18,-1.189878,0.793793,-0.180903,-1.596620307,-0.225190877,-0.299195478,,,,
1.63E+18,-1.339017,0.625282,-0.230541,-1.608518935,-0.217253049,-0.301004485,,,,
1.63E+18,-1.477474,0.302867,-0.256214,-1.621909277,-0.211000149,-0.303309924,,,,
1.63E+18,-1.552296,0.074142,-0.23719,-1.636683827,-0.207971517,-0.305872031,,,,
1.63E+18,-1.566346,0.018186,-0.167796,-1.652206986,-0.207230088,-0.308243962,,,,
1.63E+18,-1.51978,0.0858,-0.068015,-1.667870246,-0.20704823,-0.3099219,,,,
1.63E+18,-1.428779,0.21019,0.031573,-1.68306824,-0.206190219,-0.310602059,,,,
1.63E+18,-1.362439,0.347355,0.083706,-1.697355847,-0.204088346,-0.310286333,,,,
1.63E+18,-1.346731,0.402403,0.06182,-1.710980412,-0.200614752,-0.309449262,,,,
1.63E+18,-1.378391,0.418338,-0.039532,-1.724447549,-0.196590773,-0.30883107,,,,
1.63E+18,-1.449286,0.412753,-0.177448,-1.738231636,-0.19240734,-0.309226395,,,,
1.63E+18,-1.560761,0.330757,-0.317109,-1.75272431,-0.188279862,-0.311000853,,,,
1.63E+18,-1.659197,0.118246,-0.43265,-1.76833212,-0.18497225,-0.314171983,,,,
1.63E+18,-1.707595,-0.091316,-0.480611,-1.784923878,-0.183789805,-0.318498428,,,,
1.63E+18,-1.768455,-0.25426,-0.458114,-1.802000046,-0.184702977,-0.323304599,,,,
1.63E+18,-1.798143,-0.35699,-0.371092,-1.81968437,-0.187245544,-0.327885681,,,,
1.63E+18,-1.801302,-0.417273,-0.246982,-1.83766603,-0.19081549,-0.331596648,,,,
1.63E+18,-1.79172,-0.467993,-0.108699,-1.855678819,-0.194988167,-0.334066437,,,,
1.63E+18,-1.764266,-0.482915,0.006737,-1.873596249,-0.199668157,-0.335153441,,,,
1.63E+18,-1.696059,-0.410501,0.059847,-1.891238683,-0.204497245,-0.335086071,,,,
1.63E+18,-1.603172,-0.289306,0.052831,-1.90819949,-0.208602307,-0.334487594,,,,
1.63E+18,-1.50416,-0.211761,0.012863,-1.924231005,-0.21149533,-0.333959291,,,,
1.63E+18,-1.40389,-0.218131,-0.039724,-1.939272797,-0.213612967,-0.333830659,,,,
1.63E+18,-1.333257,-0.285763,-0.070407,-1.953325534,-0.215796427,-0.33422829,,,,
1.63E+18,-1.26847,-0.354878,-0.076777,-1.966644964,-0.218651241,-0.334931666,,,,
1.63E+18,-1.201938,-0.345854,-0.066811,-1.979329501,-0.222199975,-0.335699427,,,,
1.63E+18,-1.135913,-0.277141,-0.047246,-1.991349035,-0.22565856,-0.336367545,,,,
1.63E+18,-1.082314,-0.228272,-0.039846,-2.00270802,-0.228429934,-0.336839999,,,,
1.63E+18,-1.04629,-0.188583,-0.054384,-2.013531298,-0.230712683,-0.337238464,,,,
1.63E+18,-1.073308,-0.189578,-0.090199,-2.023994064,-0.232598489,-0.337782297,,,,
1.63E+18,-1.118302,-0.202563,-0.140272,-2.034727282,-0.234494293,-0.338684299,,,,
1.63E+18,-1.12181,-0.199282,-0.204535,-2.045921324,-0.23652192,-0.340088401,,,,
1.63E+18,-1.110082,-0.149784,-0.222233,-2.057128367,-0.238512776,-0.342131735,,,,
1.63E+18,-1.084146,-0.062064,-0.191026,-2.068229045,-0.240010597,-0.344354037,,,,
1.63E+18,-1.03025,-0.029339,-0.126833,-2.079081468,-0.240631864,-0.346266229,,,,
1.63E+18,-0.977541,-0.049428,-0.034086,-2.08937355,-0.240924958,-0.347533276,,,,
1.63E+18,-0.961641,-0.051505,0.045885,-2.099158845,-0.241419737,-0.347874481,,,,
1.63E+18,-0.984907,-0.067021,0.085905,-2.108765531,-0.241934267,-0.347416095,,,,
1.63E+18,-1.01648,-0.182527,0.073705,-2.118614727,-0.242604485,-0.346557034,,,,
1.63E+18,-1.038209,-0.364931,0.02899,-2.128779397,-0.244429732,-0.345819993,,,,
1.63E+18,-1.012151,-0.554509,-0.012427,-2.13916162,-0.248079089,-0.34553009,,,,
1.63E+18,-0.944031,-0.599154,-0.035186,-2.149283,-0.253624108,-0.345654358,,,,
1.63E+18,-0.829956,-0.513424,-0.023928,-2.158723431,-0.259615724,-0.346006222,,,,
1.63E+18,-0.666087,-0.377462,0.004084,-2.167022885,-0.264749898,-0.346245499,,,,
1.63E+18,-0.457608,-0.264033,0.042656,-2.17368384,-0.268524567,-0.346204659,,,,
1.63E+18,-0.264156,-0.168075,0.074927,-2.178259861,-0.271164863,-0.345778104,,,,
1.63E+18,-0.061558,-0.02899,0.094894,-2.180901455,-0.272845635,-0.345028825,,,,
1.63E+18,0.156399,0.083025,0.076323,-2.181517027,-0.273135531,-0.344079897,,,,
1.63E+18,0.420973,0.092712,0.050876,-2.179953017,-0.27230527,-0.343316657,,,,
1.63E+18,0.716807,0.054542,0.03475,-2.175743341,-0.271378162,-0.342807904,,,,
1.63E+18,0.977629,0.048625,0.046548,-2.168575179,-0.270832735,-0.342460399,,,,
1.63E+18,1.193456,0.139382,0.064944,-2.158799014,-0.270346491,-0.341994925,,,,
1.63E+18,1.375093,0.343847,0.065118,-2.146864302,-0.268952653,-0.341345477,,,,
1.63E+18,1.453877,0.549988,0.052639,-2.133113548,-0.265514227,-0.340694305,,,,
1.63E+18,1.469323,0.686281,0.008849,-2.118574592,-0.260014277,-0.340167908,,,,
1.63E+18,1.411779,0.670137,-0.040439,-2.10388155,-0.253151555,-0.34007942,,,,
1.63E+18,1.312261,0.527142,-0.073269,-2.089763579,-0.246450099,-0.340483815,,,,
1.63E+18,1.170627,0.358526,-0.068487,-2.076641137,-0.241178747,-0.341216495,,,,
1.63E+18,0.99503,0.257506,-0.060388,-2.064934717,-0.237593441,-0.341901374,,,,
1.63E+18,0.81561,0.252113,-0.079919,-2.054984544,-0.235018414,-0.342505246,,,,
1.63E+18,0.6475,0.282307,-0.116239,-2.04682834,-0.232497251,-0.343304447,,,,
1.63E+18,0.475061,0.261922,-0.154671,-2.040353423,-0.229674218,-0.344466822,,,,
1.63E+18,0.291994,0.190555,-0.198322,-2.035602752,-0.227054964,-0.346013552,,,,
1.63E+18,0.13638,0.133134,-0.238307,-2.03268285,-0.225149438,-0.347996746,,,,
1.63E+18,-0.010996,0.113691,-0.269374,-2.031319032,-0.223818081,-0.350379847,,,,
1.63E+18,-0.153833,0.119276,-0.27173,-2.031428991,-0.222681186,-0.353073552,,,,
1.63E+18,-0.271678,0.132121,-0.245184,-2.03296734,-0.221488411,-0.355790887,,,,
1.63E+18,-0.393868,0.119398,-0.195651,-2.035684086,-0.220167218,-0.358242696,,,,
1.63E+18,-0.483421,0.039305,-0.139155,-2.039622816,-0.218973222,-0.360199231,,,,
1.63E+18,-0.55402,-0.039863,-0.074002,-2.044456964,-0.218580177,-0.361590763,,,,
1.63E+18,-0.620482,-0.081071,-0.001571,-2.049997235,-0.218978812,-0.362330792,,,,
1.63E+18,-0.672161,-0.118159,0.081629,-2.056201976,-0.219789512,-0.362346502,,,,
1.63E+18,-0.708028,-0.186558,0.167604,-2.062923672,-0.220971117,-0.361530202,,,,
1.63E+18,-0.715533,-0.258256,0.23267,-2.070003861,-0.222836673,-0.359854183,,,,
1.63E+18,-0.694309,-0.335749,0.283825,-2.077159283,-0.225419266,-0.357527453,,,,
1.63E+18,-0.660764,-0.387184,0.294053,-2.084102284,-0.228776713,-0.35468924,,,,
1.63E+18,-0.613134,-0.386468,0.262847,-2.090710008,-0.232648603,-0.351748672,,,,
1.63E+18,-0.552658,-0.360672,0.194691,-2.09684127,-0.236513233,-0.349120236,,,,
1.63E+18,-0.455321,-0.330216,0.102084,-2.102367921,-0.24012,-0.347173301,,,,
1.63E+18,-0.326935,-0.287787,-0.007994,-2.106921072,-0.243422117,-0.346152474,,,,
1.63E+18,-0.17455,-0.24185,-0.111544,-2.110190464,-0.246300024,-0.346232415,,,,
1.63E+18,-0.021921,-0.241344,-0.174289,-2.111935942,-0.248718493,-0.34734784,,,,
1.63E+18,0.088174,-0.292238,-0.190049,-2.112155155,-0.251131964,-0.349090753,,,,
1.63E+18,0.158057,-0.352818,-0.171147,-2.111273426,-0.254054307,-0.350991218,,,,
1.63E+18,0.186698,-0.388266,-0.137846,-2.109692836,-0.257582532,-0.35270271,,,,
1.63E+18,0.190101,-0.396923,-0.092084,-2.10782588,-0.261465142,-0.354081153,,,,
1.63E+18,0.17921,-0.387655,-0.058469,-2.105924845,-0.265434423,-0.355002005,,,,
1.63E+18,0.185302,-0.371249,-0.038502,-2.104132768,-0.269310923,-0.355586687,,,,
1.63E+18,0.192615,-0.315992,-0.04948,-2.102279724,-0.273023461,-0.355971712,,,,
1.63E+18,0.179141,-0.211918,-0.096779,-2.100353599,-0.27618334,-0.356466506,,,,
1.63E+18,0.149051,-0.121737,-0.144984,-2.098562166,-0.278302548,-0.357434308,,,,
1.63E+18,0.134897,-0.060353,-0.184743,-2.097071675,-0.279519902,-0.358884129,,,,
1.63E+18,0.132034,0.008796,-0.206385,-2.095722688,-0.28012344,-0.360731583,,,,
1.63E+18,0.104999,0.060127,-0.186052,-2.094402365,-0.280035481,-0.362795407,,,,
1.63E+18,0.066323,0.101351,-0.120847,-2.093352361,-0.279434203,-0.364655951,,,,
1.63E+18,0.005742,0.057596,-0.018029,-2.09268914,-0.278420706,-0.365864405,,,,
1.63E+18,-0.100304,-0.073182,0.114145,-2.092631719,-0.277844739,-0.366044697,,,,
1.63E+18,-0.262847,-0.243264,0.282639,-2.093634746,-0.278576549,-0.364903262,,,,
1.63E+18,-0.466457,-0.394235,0.45574,-2.09626325,-0.281009221,-0.362076836,,,,
1.63E+18,-0.693786,-0.494399,0.590846,-2.10092776,-0.28495152,-0.357519494,,,,
1.63E+18,-0.944625,-0.535834,0.660537,-2.107865709,-0.289895573,-0.351610958,,,,
1.63E+18,-1.191606,-0.54936,0.664307,-2.117311838,-0.295253845,-0.345005673,,,,
1.63E+18,-1.386385,-0.542658,0.598456,-2.129228051,-0.300747515,-0.338362518,,,,
1.63E+18,-1.499709,-0.487977,0.482776,-2.143091723,-0.306174026,-0.332378035,,,,
1.63E+18,-1.541056,-0.423312,0.336796,-2.158089005,-0.311053858,-0.327550213,,,,
1.63E+18,-1.520496,-0.394951,0.194744,-2.173499368,-0.315286924,-0.324182296,,,,
1.63E+18,-1.50875,-0.390832,0.105243,-2.188704523,-0.319236484,-0.322234831,,,,
1.63E+18,-1.533045,-0.374146,0.057613,-2.203791829,-0.323144754,-0.321182414,,,,
1.63E+18,-1.605144,-0.336307,0.044052,-2.219122476,-0.326886262,-0.320606277,,,,
1.63E+18,-1.696635,-0.289568,0.010577,-2.23517371,-0.330249289,-0.320165763,,,,
1.63E+18,-1.79659,-0.267786,-0.033039,-2.252140277,-0.333145006,-0.320059991,,,,
1.63E+18,-1.845284,-0.295798,-0.05503,-2.270105947,-0.335822832,-0.320390377,,,,
1.63E+18,-1.850241,-0.365769,-0.046181,-2.288559024,-0.33878085,-0.320940684,,,,
1.63E+18,-1.826731,-0.376869,-0.047525,-2.307061197,-0.342438493,-0.321402488,,,,
1.63E+18,-1.792837,-0.273249,-0.099815,-2.325328741,-0.346207231,-0.321877744,,,,
1.63E+18,-1.80282,-0.100618,-0.205233,-2.343256881,-0.348939686,-0.322875882,,,,
1.63E+18,-1.855285,0.074578,-0.353743,-2.361285312,-0.349945879,-0.324928238,,,,
1.63E+18,-1.936076,0.268781,-0.531627,-2.379837924,-0.349200109,-0.328465623,,,,
1.63E+18,-2.028526,0.463559,-0.691831,-2.399198932,-0.346512264,-0.333781961,,,,
1.63E+18,-2.141152,0.593604,-0.800146,-2.419483933,-0.341876734,-0.340700182,,,,
1.63E+18,-2.27837,0.672406,-0.852925,-2.440895727,-0.335940618,-0.348701744,,,,
1.63E+18,-2.406163,0.648023,-0.836257,-2.463679135,-0.329216644,-0.357230885,,,,
1.63E+18,-2.51844,0.521452,-0.723317,-2.487741073,-0.322736331,-0.365593562,,,,
1.63E+18,-2.623422,0.388475,-0.520143,-2.512925151,-0.317521878,-0.37282664,,,,
1.63E+18,-2.721178,0.248797,-0.2215,-2.539159706,-0.313637078,-0.378028136,,,,
1.63E+18,-2.80806,0.13254,0.14186,-2.566371138,-0.31114914,-0.380243108,,,,
1.63E+18,-2.888363,0.109694,0.478744,-2.594452098,-0.309823723,-0.37882449,,,,
1.63E+18,-2.954965,0.159907,0.713333,-2.623335358,-0.308726797,-0.374037111,,,,
1.63E+18,-3.035686,0.156731,0.8165,-2.652885386,-0.307127706,-0.36690369,,,,
1.63E+18,-3.137596,0.142279,0.777457,-2.683241858,-0.305560416,-0.358738794,,,,
1.63E+18,-3.238249,0.124669,0.59432,-2.714618219,-0.304137608,-0.350964125,,,,
1.63E+18,-3.316579,0.057788,0.345523,-2.747000295,-0.302890934,-0.345021001,,,,
1.63E+18,-3.394002,-0.059778,0.080704,-2.780166509,-0.302313047,-0.341565727,,,,
1.63E+18,-3.481914,-0.147917,-0.126327,-2.814106095,-0.302910819,-0.340758697,,,,
1.63E+18,-3.593162,-0.230087,-0.278066,-2.84892568,-0.304390008,-0.342021983,,,,
1.63E+18,-3.650112,-0.307091,-0.378771,-2.884856841,-0.306690849,-0.344802608,,,,
1.63E+18,-3.638383,-0.359067,-0.432929,-2.921358428,-0.309761798,-0.348590366,,,,
1.63E+18,-3.545567,-0.376468,-0.429578,-2.957741792,-0.313352422,-0.352919601,,,,
1.63E+18,-3.380301,-0.373553,-0.352975,-2.993197916,-0.31711715,-0.357215436,,,,
1.63E+18,-3.151698,-0.286094,-0.22218,-3.027000493,-0.320852632,-0.36074514,,,,
1.63E+18,-2.875221,-0.128125,-0.049218,-3.058517877,-0.323713609,-0.362966969,,,,
1.63E+18,-2.602024,0.016965,0.123918,-3.087269719,-0.324994843,-0.363459143,,,,
1.63E+18,-2.330189,0.217032,0.286182,-3.113290292,-0.32482519,-0.362219947,,,,
1.63E+18,-2.142776,0.39886,0.369032,-3.136591883,-0.322654898,-0.359358163,,,,
1.63E+18,-2.005331,0.603395,0.370115,-3.158019918,-0.318666247,-0.355667796,,,,
1.63E+18,-1.908186,0.677013,0.285361,-3.178072971,-0.312632374,-0.351966693,,,,
1.63E+18,-1.865443,0.636225,0.166382,-3.197155075,-0.305862158,-0.349113047,,,,
1.63E+18,-1.937665,0.570025,0.029374,-3.215809266,-0.299499989,-0.347449248,,,,
1.63E+18,-2.048388,0.486737,-0.079011,-3.235186164,-0.293799666,-0.347155504,,,,
1.63E+18,-2.143666,0.433732,-0.147515,-3.255669782,-0.288932358,-0.347945604,,,,
1.63E+18,-2.21409,0.495551,-0.169122,-3.277106717,-0.284594983,-0.349420773,,,,
1.63E+18,-2.237617,0.606519,-0.16811,-3.299247333,-0.279639536,-0.351111972,,,,
1.63E+18,-2.211716,0.720036,-0.143449,-3.32162379,-0.273574269,-0.352793093,,,,
1.63E+18,-2.187351,0.773704,-0.108141,-3.343740667,-0.266374001,-0.354227565,,,,
1.63E+18,-2.223253,0.697957,-0.058887,-3.365614457,-0.258636862,-0.355308989,,,,
1.63E+18,-2.28509,0.474014,-0.0048,-3.387846702,-0.251657381,-0.355897851,,,,
1.63E+18,-2.337537,0.144112,0.033179,-3.410697894,-0.24691718,-0.355945852,,,,
1.63E+18,-2.352198,-0.16715,0.065991,-3.434072965,-0.245476079,-0.355614066,,,,
1.63E+18,-2.316174,-0.335836,0.075049,-3.457595246,-0.2471476,-0.354954147,,,,
1.63E+18,-2.231648,-0.377724,0.069132,-3.48075669,-0.250505917,-0.354203667,,,,
1.63E+18,-2.113454,-0.374111,0.030491,-3.503073456,-0.254283206,-0.353512338,,,,
1.63E+18,-1.98512,-0.303146,-0.016074,-3.524207725,-0.258024268,-0.353207432,,,,
1.63E+18,-1.859212,-0.138125,-0.058469,-3.544059179,-0.261055767,-0.353368174,,,,
1.63E+18,-1.748977,0.078662,-0.130725,-3.562651061,-0.262436999,-0.353952857,,,,
