time,gyr_x,gyr_y,gyr_z,x_sum,y_sum,z_sum
1.62667E+18,0.029426,0.104598,0.165928,1.393155243,0.021965662,0.009729876
1.62667E+18,-0.009146,0.100077,0.169471,1.393449499,0.023011629,0.011389134
1.62667E+18,-0.043668,0.117775,0.162316,1.393358038,0.024012411,0.013083866
1.62667E+18,-0.083549,0.152908,0.156155,1.392921363,0.025190146,0.014707005
1.62667E+18,-0.112242,0.154305,0.143536,1.392085863,0.026719246,0.016268575
1.62667E+18,-0.129207,0.124582,0.135734,1.390963457,0.028262276,0.017703917
1.62667E+18,-0.139574,0.104667,0.128735,1.38967137,0.029508112,0.019061274
1.62667E+18,-0.13926,0.098873,0.126257,1.388275648,0.030554769,0.020348608
1.62667E+18,-0.122976,0.091246,0.125384,1.38688303,0.031543511,0.021611194
1.62667E+18,-0.097442,0.093148,0.123831,1.385653286,0.03245596,0.022865018
1.62667E+18,-0.075049,0.100339,0.116326,1.384678854,0.033387452,0.024103344
1.62667E+18,-0.047892,0.105889,0.110654,1.383928373,0.034390829,0.025266589
1.62667E+18,-0.030316,0.119625,0.105645,1.383449447,0.035449732,0.026373143
1.62667E+18,-0.006231,0.12062,0.096203,1.383145988,0.036647161,0.027430634
1.62667E+18,0.021625,0.118595,0.086865,1.38308374,0.037852173,0.028391716
1.62667E+18,0.038362,0.115768,0.077754,1.383299987,0.039038107,0.029260355
1.62667E+18,0.038258,0.103952,0.066375,1.383683612,0.040195802,0.030037905
1.62667E+18,0.039113,0.083409,0.047944,1.384066187,0.041235309,0.030701646
1.62667E+18,0.033301,0.061889,0.023736,1.384457322,0.04206941,0.031181093
1.62667E+18,0.023283,0.059533,0.004608,1.384790328,0.042688292,0.03141845
1.62667E+18,0.009721,0.07182,-0.018745,1.385023161,0.043283629,0.03146453
1.62667E+18,0.007871,0.106221,-0.038729,1.38512037,0.04400182,0.031277083
1.62667E+18,0.004538,0.142768,-0.054472,1.385199081,0.045064044,0.030889788
1.62667E+18,0.006318,0.170082,-0.070407,1.385244505,0.046493131,0.030344531
1.62667E+18,0.006056,0.184795,-0.080861,1.385307623,0.048192274,0.029641155
1.62667E+18,0.004294,0.180362,-0.082222,1.385368182,0.050040201,0.028832555
1.62667E+18,-0.007208,0.153816,-0.085539,1.385411123,0.051843844,0.028010324
1.62667E+18,-0.026721,0.103655,-0.087371,1.385339044,0.053381984,0.027154945
1.62667E+18,-0.055554,0.041085,-0.087458,1.38507183,0.054418547,0.026281224
1.62667E+18,-0.090286,0.004328,-0.083322,1.384516297,0.054829392,0.025406655
1.62667E+18,-0.13172,-0.00288,-0.074421,1.383613426,0.054872673,0.024573425
1.62667E+18,-0.177954,-0.006964,-0.067876,1.382296243,0.054843873,0.023829224
1.62667E+18,-0.210277,-0.018797,-0.059708,1.38051668,0.054774232,0.023150456
1.62667E+18,-0.237103,-0.036722,-0.051889,1.378413937,0.054586265,0.022553383
1.62667E+18,-0.252793,-0.032515,-0.05414,1.376042876,0.05421904,0.022034487
1.62667E+18,-0.271678,-0.023806,-0.053634,1.373514979,0.053893894,0.021493094
1.62667E+18,-0.285134,-0.019199,-0.051714,1.370798164,0.053655831,0.020956747
1.62667E+18,-0.28667,-0.020665,-0.049916,1.367946861,0.053463844,0.020439613
1.62667E+18,-0.281975,-0.016354,-0.056985,1.3650744,0.053256778,0.01993945
1.62667E+18,-0.286286,-0.008465,-0.069778,1.362260316,0.053093567,0.019370745
1.62667E+18,-0.291226,0.002007,-0.089832,1.35939742,0.053008916,0.018672956
1.62667E+18,-0.299778,0.017506,-0.111876,1.356485197,0.053028986,0.017774648
1.62667E+18,-0.315311,0.017715,-0.125873,1.353487378,0.053204048,0.016655874
1.62667E+18,-0.341927,0.011659,-0.136834,1.350331161,0.053381372,0.015395903
1.62667E+18,-0.355524,-0.003368,-0.148667,1.346915261,0.053497847,0.014028912
1.62667E+18,-0.350218,-0.041556,-0.156172,1.343360066,0.053464168,0.012542261
1.62667E+18,-0.324335,-0.083392,-0.152175,1.339857841,0.053048603,0.010980521
1.62667E+18,-0.293948,-0.072309,-0.130411,1.336614533,0.052214693,0.00945879
1.62667E+18,-0.259618,-0.070302,-0.102241,1.333675015,0.051491594,0.008154663
1.62667E+18,-0.235358,-0.057823,-0.070476,1.331078869,0.050788583,0.007132267
1.62667E+18,-0.242234,-0.068836,-0.033632,1.328725258,0.050210346,0.006427498
1.62667E+18,-0.2559,-0.094614,0.00192,1.326302949,0.049521994,0.006091182
1.62667E+18,-0.272586,-0.155701,0.014277,1.323743917,0.048575842,0.006110382
1.62667E+18,-0.312623,-0.230523,0.016877,1.32101537,0.047017298,0.006253293
1.62667E+18,-0.401338,-0.264435,0.002513,1.317892221,0.04471434,0.006421896
1.62667E+18,-0.545712,-0.295467,-0.033318,1.313878893,0.042070024,0.006447026
1.62667E+18,-0.779569,-0.307876,-0.097267,1.308421703,0.039115316,0.006113842
1.62667E+18,-1.168288,-0.286531,-0.173905,1.300626113,0.036036595,0.005141184
1.62667E+18,-1.707176,-0.229005,-0.268467,1.288931419,0.033168388,0.003400376
1.62667E+18,-2.410177,-0.168354,-0.381372,1.271876922,0.030880653,0.000718421
1.62667E+18,-3.281551,-0.134879,-0.498536,1.24775078,0.029195411,-0.003099156
1.62667E+18,-4.272427,-0.217992,-0.632944,1.214968453,0.027847985,-0.008079475
1.62667E+18,-5.34432,-0.265273,-0.776357,1.172243636,0.025668037,-0.014408996
1.62667E+18,-6.568896,-0.259269,-0.965848,1.11880112,0.023015341,-0.022172466
1.62667E+18,-7.81342,-0.239285,-1.165531,1.053045736,0.020420029,-0.031840713
1.62667E+18,-8.861648,-0.185005,-1.317549,0.974990545,0.018029599,-0.043484237
1.62667E+18,-9.745709,-0.039427,-1.447541,0.886372931,0.016179525,-0.056659896
1.62667E+18,-10.467909,0.072571,-1.517459,0.788917088,0.01578526,-0.071135121
1.62667E+18,-10.984509,0.011851,-1.506446,0.684236658,0.01651098,-0.086309905
1.62667E+18,-11.253918,-0.193941,-1.425393,0.574392974,0.016629488,-0.101374172
1.62667E+18,-11.344082,-0.261311,-1.234419,0.461852354,0.014690053,-0.115628284
1.62667E+18,-11.188905,0.321612,-1.124114,0.348412986,0.012076977,-0.127972316
1.62667E+18,-10.463424,-0.157289,-1.103502,0.236522504,0.015293138,-0.1392136
1.62667E+18,-9.342817,-1.246235,-1.069573,0.131889603,0.013720268,-0.150248479
1.62667E+18,-7.988512,-2.340714,-0.945427,0.038460237,0.001257759,-0.160944346
1.62667E+18,-6.793677,-2.871067,-0.837828,-0.04142386,-0.022149082,-0.170398495
1.62667E+18,-5.814355,-2.368674,-0.750492,-0.1093615,-0.050860119,-0.178776882
1.62667E+18,-5.077232,-1.413594,-0.645719,-0.167504306,-0.074546556,-0.186281706
1.62667E+18,-4.178667,-0.997543,-0.519218,-0.218277276,-0.088682677,-0.192738979
1.62667E+18,-3.004323,-1.079521,-0.455112,-0.260063411,-0.098657979,-0.197931092
1.62667E+18,-1.710318,-0.998346,-0.475602,-0.290107025,-0.109453328,-0.202482271
1.62667E+18,-0.439683,-0.446473,-0.548225,-0.307209986,-0.11943666,-0.20723823
1.62667E+18,0.53627,0.109327,-0.59137,-0.311606873,-0.123901447,-0.21272055
1.62667E+18,1.265783,0.466544,-0.555434,-0.306244241,-0.122808191,-0.218634174
1.62667E+18,1.714193,0.570932,-0.429927,-0.293586249,-0.118142691,-0.224188585
1.62667E+18,1.896056,0.58966,-0.255324,-0.276444539,-0.112433444,-0.2284878
1.62667E+18,1.902339,0.578297,-0.065188,-0.257483736,-0.106536769,-0.231041073
1.62667E+18,1.803414,0.509357,0.121527,-0.23846059,-0.100753873,-0.231692945
1.62667E+18,1.624867,0.335697,0.308958,-0.220426219,-0.095660238,-0.230477659
1.62667E+18,1.37237,0.113202,0.502986,-0.204177757,-0.092303311,-0.227388119
1.62667E+18,1.08453,0.018309,0.68834,-0.190453881,-0.091171276,-0.222358194
1.62667E+18,0.785485,0.092398,0.858196,-0.17960872,-0.090988189,-0.215474882
1.62667E+18,0.575208,0.227573,0.968012,-0.171753769,-0.090064197,-0.206892812
1.62667E+18,0.417622,0.316097,1.033689,-0.166001763,-0.087788496,-0.197212816
1.62667E+18,0.313688,0.287142,1.068194,-0.161825489,-0.084627485,-0.186875794
1.62667E+18,0.228481,0.15783,1.061841,-0.15868865,-0.081756102,-0.176193991
1.62667E+18,0.148126,-0.043633,1.025049,-0.15640381,-0.080177782,-0.165575445
1.62667E+18,0.047264,-0.185825,0.949738,-0.154922569,-0.080614106,-0.155325086
1.62667E+18,-0.059044,-0.233839,0.861564,-0.154449923,-0.08247238,-0.145827584
1.62667E+18,-0.13748,-0.250996,0.771907,-0.155040356,-0.08481074,-0.137212055
1.62667E+18,-0.161757,-0.277228,0.684029,-0.156415173,-0.087320732,-0.129492886
1.62667E+18,-0.119764,-0.344179,0.594494,-0.158032723,-0.090092977,-0.122652684
1.62667E+18,-0.035081,-0.385665,0.492724,-0.159230378,-0.093534811,-0.116707667
1.62667E+18,0.059394,-0.394165,0.409472,-0.159581183,-0.097391411,-0.11178049
1.62667E+18,0.185965,-0.298783,0.305782,-0.158987236,-0.101333112,-0.107685718
1.62667E+18,0.296811,-0.182422,0.208235,-0.15712761,-0.104320904,-0.104627937
1.62667E+18,0.364896,-0.041958,0.125734,-0.154159462,-0.106145147,-0.102545561
1.62667E+18,0.424377,0.057526,0.050615,-0.150510548,-0.106564722,-0.101288237
1.62667E+18,0.47267,0.114249,-0.012217,-0.146266724,-0.105989454,-0.10078208
1.62667E+18,0.482042,0.152873,-0.064001,-0.141540085,-0.104846979,-0.100904249
1.62667E+18,0.467417,0.162979,-0.09163,-0.136719603,-0.103318229,-0.101544267
1.62667E+18,0.438008,0.143379,-0.112137,-0.132045493,-0.10168846,-0.102460555
1.62667E+18,0.371214,0.146416,-0.116361,-0.127665357,-0.100254652,-0.103581939
1.62667E+18,0.293826,0.171566,-0.118211,-0.123953264,-0.098790511,-0.104745535
1.62667E+18,0.218952,0.183068,-0.121457,-0.121014966,-0.097074829,-0.10592766
1.62667E+18,0.139173,0.204884,-0.12706,-0.118825475,-0.095244172,-0.107142214
1.62667E+18,0.082676,0.220889,-0.148894,-0.117433727,-0.093195306,-0.10841283
1.62667E+18,0.056077,0.211743,-0.180659,-0.116606977,-0.090986444,-0.109901751
1.62667E+18,0.029601,0.207101,-0.214658,-0.1160462,-0.088868987,-0.111708364
1.62667E+18,0.009948,0.198671,-0.244014,-0.115750194,-0.086798004,-0.113854917
1.62667E+18,-0.010524,0.180537,-0.259496,-0.115650713,-0.084811268,-0.116295088
1.62667E+18,-0.026948,0.179664,-0.263353,-0.115755951,-0.083005921,-0.118890015
1.62667E+18,-0.042953,0.163241,-0.256424,-0.116025435,-0.081209258,-0.121523579
1.62667E+18,-0.065083,0.108821,-0.241972,-0.116454959,-0.079576869,-0.124087786
1.62667E+18,-0.086499,0.019932,-0.213733,-0.117105798,-0.078488645,-0.126507537
1.62667E+18,-0.101927,-0.06463,-0.192737,-0.117970776,-0.078289328,-0.128644839
1.62667E+18,-0.106727,-0.122854,-0.169751,-0.11899006,-0.078935636,-0.130572234
1.62667E+18,-0.115192,-0.131493,-0.150639,-0.120057316,-0.08016416,-0.132269722
1.62667E+18,-0.118473,-0.095417,-0.126362,-0.121209251,-0.081479107,-0.133776132
1.62667E+18,-0.112783,-0.065572,-0.103847,-0.122393965,-0.082433265,-0.135039736
1.62667E+18,-0.079063,-0.035709,-0.085992,-0.12352181,-0.083088993,-0.136078219
1.62667E+18,-0.041975,-0.029618,-0.080913,-0.12431243,-0.083446079,-0.136938128
1.62667E+18,0.00377,-0.036879,-0.075049,-0.124732185,-0.083742263,-0.137747268
1.62667E+18,0.04955,-0.036111,-0.076323,-0.124694486,-0.084111048,-0.138497749
1.62667E+18,0.093393,-0.038432,-0.070302,-0.124198979,-0.084472162,-0.139260988
1.62667E+18,0.12329,-0.017907,-0.058119,-0.123265061,-0.084856478,-0.139963999
1.62667E+18,0.146485,0.012357,-0.049724,-0.122032145,-0.08503555,-0.140545197
1.62667E+18,0.154758,0.050667,-0.035378,-0.120567314,-0.084911981,-0.14104243
1.62667E+18,0.148789,0.081577,-0.020298,-0.119019714,-0.084405305,-0.141396215
1.62667E+18,0.131371,0.0758,-0.004887,-0.117531843,-0.083589545,-0.141599192
1.62667E+18,0.125053,0.043773,0.009268,-0.116218117,-0.082831536,-0.141648063
1.62667E+18,0.124564,-0.005812,0.023038,-0.114967603,-0.082393811,-0.141555384
1.62667E+18,0.127863,-0.046705,0.035884,-0.113721947,-0.082451932,-0.141325001
1.62667E+18,0.123133,-0.064088,0.046129,-0.112443333,-0.082918976,-0.140966166
1.62667E+18,0.125768,-0.044541,0.04571,-0.111211987,-0.083559864,-0.14050487
1.62667E+18,0.133884,-0.016127,0.041993,-0.109954323,-0.084005269,-0.140047776
1.62667E+18,0.149592,0.001693,0.036059,-0.108615466,-0.084166541,-0.13962784
1.62667E+18,0.172142,0.002513,0.026756,-0.107119565,-0.084149611,-0.139267255
1.62667E+18,0.179629,-0.005463,0.023405,-0.105398123,-0.08412448,-0.138999692
1.62667E+18,0.171688,0.00007,0.0185,-0.103601856,-0.08417911,-0.138765645
1.62667E+18,0.151861,0.008221,0.019129,-0.101884954,-0.08417841,-0.138580642
1.62667E+18,0.132523,-0.007662,0.012601,-0.100366364,-0.084096201,-0.138389355
1.62667E+18,0.112713,-0.051295,0.011956,-0.099041117,-0.084172822,-0.138263343
1.62667E+18,0.085975,-0.080303,0.010908,-0.097914001,-0.084685765,-0.138143785
1.62667E+18,0.064752,-0.095347,0.015551,-0.09705424,-0.085488806,-0.138034703
1.62667E+18,0.053756,-0.100322,0.018466,-0.096406729,-0.086442263,-0.137879195
1.62667E+18,0.059411,-0.088872,0.015132,-0.095869162,-0.087445496,-0.137694533
1.62667E+18,0.062012,-0.083427,0.016511,-0.095275059,-0.088334205,-0.137543215
1.62667E+18,0.058713,-0.0636,0.020787,-0.094654931,-0.089168485,-0.137378103
1.62667E+18,0.063984,-0.038572,0.023195,-0.094067809,-0.089804477,-0.137170235
1.62667E+18,0.069848,-0.022707,0.02789,-0.093427961,-0.090190202,-0.136938282
1.62667E+18,0.080634,-0.007837,0.036774,-0.09272949,-0.090417269,-0.136659386
1.62667E+18,0.132505,-0.022515,0.036093,-0.091923139,-0.09049564,-0.136291641
1.62667E+18,0.212284,-0.053931,0.034645,-0.090598106,-0.090720787,-0.135930716
1.62667E+18,0.317894,-0.062553,0.027559,-0.088475239,-0.091260104,-0.135584261
1.62667E+18,0.436262,-0.014085,0.014818,-0.08529634,-0.091885626,-0.135308675
1.62667E+18,0.539028,0.07388,0.003927,-0.080929308,-0.092026619,-0.135160345
1.62667E+18,0.622227,0.165736,-0.000942,-0.075544479,-0.091288566,-0.135121115
1.62667E+18,0.703507,0.232809,-0.007837,-0.069322129,-0.089631185,-0.135130535
1.62667E+18,0.791559,0.250001,-0.006754,-0.062287149,-0.087303124,-0.135208904
1.62667E+18,0.883102,0.252828,0.002653,-0.054371458,-0.084803082,-0.135276445
1.62667E+18,0.992726,0.262201,0.026267,-0.045540551,-0.082274835,-0.135249915
1.62667E+18,1.159283,0.259792,0.037472,-0.035613164,-0.079652791,-0.134987242
1.62667E+18,1.335718,0.247889,0.04852,-0.024020482,-0.077054904,-0.134612527
1.62667E+18,1.517791,0.264208,0.069743,-0.010663131,-0.074575983,-0.13412732
1.62667E+18,1.707246,0.272254,0.086673,0.004514584,-0.071933937,-0.133429899
1.62667E+18,1.906371,0.250402,0.102957,0.021587263,-0.069211362,-0.132563158
1.62667E+18,2.094116,0.235375,0.122819,0.040650729,-0.066707374,-0.131533601
1.62667E+18,2.290291,0.209597,0.152821,0.061592157,-0.064353594,-0.130305396
1.62667E+18,2.539262,0.181584,0.208061,0.084494774,-0.06225765,-0.128777205
1.62667E+18,2.875831,0.23555,0.263231,0.109887719,-0.060441787,-0.126696569
1.62667E+18,3.324521,0.423696,0.298277,0.138645661,-0.058086317,-0.124064292
1.62667E+18,3.963276,0.775677,0.304752,0.171891296,-0.053849303,-0.121081484
1.62667E+18,4.586376,1.18466,0.316376,0.211523549,-0.046092632,-0.118034003
1.62667E+18,5.168339,1.645636,0.339397,0.257387896,-0.034245881,-0.114870203
1.62667E+18,5.615736,1.9525,0.381424,0.309070624,-0.017789731,-0.111476276
1.62667E+18,5.97969,2.035542,0.449283,0.365228703,0.001735518,-0.107661987
1.62667E+18,6.189723,1.726567,0.537195,0.425024838,0.022090678,-0.103169215
1.62667E+18,6.278595,1.045522,0.664447,0.48692286,0.039356569,-0.097797196
1.62667E+18,6.317045,0.157481,0.785555,0.549708006,0.049811655,-0.091152811
1.62667E+18,6.378742,-0.550093,0.83802,0.612879265,0.051386485,-0.08329716
1.62667E+18,6.595896,-0.739147,0.887413,0.676665869,0.045885626,-0.074917068
1.62667E+18,6.942449,-0.47438,0.90066,0.742625673,0.038494061,-0.066042824
1.62667E+18,7.23048,-0.20443,0.924082,0.812049274,0.033750322,-0.057036339
1.62667E+18,7.370351,-0.16729,0.935688,0.884355,0.031705996,-0.047795401
1.62667E+18,7.320312,-0.344319,0.926456,0.958057566,0.030033117,-0.038438641
1.62667E+18,7.070852,-0.52798,0.958011,1.031261623,0.026589883,-0.029173962
1.62667E+18,6.57949,-0.595471,1.009952,1.101969238,0.021310151,-0.019593975
1.62667E+18,5.834007,-0.49981,1.120589,1.16776498,0.015355364,-0.009494326
1.62667E+18,4.863709,-0.319674,1.177766,1.226104304,0.010357328,0.001711421
1.62667E+18,3.802706,-0.221308,1.200979,1.274742016,0.007160547,0.013489232
1.62667E+18,2.740865,-0.185302,1.188203,1.312768589,0.004947496,0.025498868
