time,gyr_x,gyr_y,gyr_z,x_sum,y_sum,z_sum
1.62667E+18,0.310128,0.003037,0.004765,-0.016180528,0.000185551,0.000193576
1.62667E+18,0.408948,0.001902,0.005934,-0.013079208,0.000215921,0.000241226
1.62667E+18,0.467172,-0.00452,0.009233,-0.00898978,0.000234941,0.000300566
1.62667E+18,0.489024,-0.011956,0.008412,-0.004318,0.00018974,0.000392897
1.62667E+18,0.456997,-0.002112,0.001518,0.000572177,7.01816E-05,0.000477016
1.62667E+18,0.373972,0.000942,0.004835,0.005142205,4.90614E-05,0.000492196
1.62667E+18,0.304246,0.027437,0.010542,0.008881878,5.84812E-05,0.000540545
1.62667E+18,0.192545,0.018954,0.011362,0.011924377,0.000332855,0.000645967
1.62667E+18,0.103132,0.024278,0.003368,0.013849802,0.000522392,0.000759585
1.62667E+18,0.01604,-0.000122,-0.000035,0.014881135,0.000765175,0.000793266
1.62667E+18,-0.041696,-0.007034,0.002321,0.015041533,0.000763955,0.000792916
1.62667E+18,-0.134024,-0.004974,-0.003543,0.014624568,0.000693615,0.000816126
1.62667E+18,-0.242007,-0.020036,-0.009826,0.013284345,0.000643875,0.000780696
1.62667E+18,-0.328541,-0.017034,-0.007697,0.010864244,0.000443513,0.000682435
1.62667E+18,-0.410624,-0.022026,-0.004433,0.007578876,0.000273175,0.000605466
1.62667E+18,-0.458097,-0.002932,-0.004957,0.003472583,5.2912E-05,0.000561136
1.62667E+18,-0.493876,-0.011257,-0.00356,-0.001108328,2.35924E-05,0.000511566
1.62667E+18,-0.443122,0.017663,-0.008482,-0.006047151,-8.89791E-05,0.000475966
1.62667E+18,-0.393345,-0.002845,-0.009198,-0.010478314,8.76487E-05,0.000391147
1.62667E+18,-0.276478,-0.000663,-0.004363,-0.014411815,5.91983E-05,0.000299166
1.62667E+18,-0.149191,0.005184,-0.003211,-0.017176559,5.25684E-05,0.000255536
1.62667E+18,-0.061348,0.006667,-0.006859,-0.018668489,0.000104409,0.000223426
1.62667E+18,0.017331,0.002723,-0.001745,-0.019281961,0.000171078,0.000154837
1.62667E+18,0.09046,-0.007871,0.010472,-0.019108648,0.000198309,0.000137386
1.62667E+18,0.210853,-0.00466,0.008762,-0.01820406,0.0001196,0.000242105
1.62667E+18,0.315276,-0.008639,0.007487,-0.016095503,7.29989E-05,0.000329726
1.62667E+18,0.418233,-0.004136,0.003648,-0.012942783,-1.339E-05,0.000404595
1.62667E+18,0.470314,0.00391,0.008988,-0.0087604,-5.47505E-05,0.000441076
1.62667E+18,0.484608,0.003595,0.009529,-0.00405732,-1.5651E-05,0.000530955
1.62667E+18,0.450277,0.009093,0.01035,0.000788822,2.02995E-05,0.000626246
1.62667E+18,0.372157,0.00274,0.00391,0.005291534,0.000111228,0.000729745
1.62667E+18,0.300214,0.01974,0.008203,0.009013152,0.000138629,0.000768845
1.62667E+18,0.191463,0.009058,0.011257,0.012015254,0.000336026,0.000850874
1.62667E+18,0.101613,0.015708,0.001937,0.013929908,0.000426607,0.000963445
1.62667E+18,0.013352,-0.004712,0.002391,0.014946025,0.000583685,0.000982815
1.62667E+18,-0.04489,-0.002321,0.000244,0.015079547,0.000536565,0.001006725
1.62667E+18,-0.140604,-0.001466,-0.004189,0.014630652,0.000513355,0.001009165
1.62667E+18,-0.244119,-0.016144,-0.005637,0.013224594,0.000498695,0.000967275
1.62667E+18,-0.332031,-0.013369,-0.009303,0.010783436,0.000337257,0.000910906
1.62667E+18,-0.412823,-0.023178,-0.006423,0.007463083,0.000203565,0.000817874
1.62667E+18,-0.457556,-0.006353,-0.007348,0.003334906,-2.82119E-05,0.000753645
1.62667E+18,-0.492253,-0.01323,-0.003456,-0.001240712,-9.17427E-05,0.000680164
1.62667E+18,-0.440713,0.015865,-0.004904,-0.006163179,-0.000224041,0.000645605
1.62667E+18,-0.393066,-0.007156,-0.003648,-0.010570366,-6.5389E-05,0.000596564
1.62667E+18,-0.27379,0.004538,-0.00459,-0.014500976,-0.000136948,0.000560085
1.62667E+18,-0.146398,0.006842,-0.003648,-0.017238911,-9.15675E-05,0.000514184
1.62667E+18,-0.055903,0.003089,-0.003735,-0.018702872,-2.31484E-05,0.000477704
1.62667E+18,0.01789,0.00185,0.001257,-0.019261909,7.74204E-06,0.000440354
1.62667E+18,0.088523,-0.000419,0.006493,-0.019083011,2.62418E-05,0.000452924
1.62667E+18,0.213995,0.010088,0.010472,-0.01819777,2.20518E-05,0.000517855
1.62667E+18,0.31388,-0.010926,0.008221,-0.016057847,0.00012293,0.000622573
1.62667E+18,0.420921,-0.019687,0.004433,-0.012919007,1.36691E-05,0.000704784
1.62667E+18,0.47562,-0.023126,0.003421,-0.008709851,-0.000183198,0.000749114
1.62667E+18,0.489373,-0.004835,0.010472,-0.00395359,-0.000414461,0.000783324
1.62667E+18,0.444343,0.021799,0.008919,0.000940077,-0.000462811,0.000888043
1.62667E+18,0.362679,0.030107,0.005131,0.005383564,-0.000244818,0.000977234
1.62667E+18,0.299935,0.034854,0.008744,0.009010308,5.62482E-05,0.001028543
1.62667E+18,0.187431,0.006458,0.009093,0.012009696,0.000404793,0.001115984
1.62667E+18,0.101002,0.005637,0.000175,0.013883982,0.000469372,0.001206913
1.62667E+18,0.007697,-0.011606,0.000175,0.014894015,0.000525743,0.001208663
1.62667E+18,-0.048468,-0.006632,0.004294,0.014970984,0.000409684,0.001210413
1.62667E+18,-0.145368,-0.0074,-0.001326,0.014486298,0.000343363,0.001253354
1.62667E+18,-0.246318,-0.020961,-0.007505,0.013032636,0.000269364,0.001240094
1.62667E+18,-0.333881,-0.013893,-0.007522,0.010569425,5.97514E-05,0.001165043
1.62667E+18,-0.416593,-0.021433,-0.00274,0.007230658,-7.91768E-05,0.001089824
1.62667E+18,-0.465863,0.017261,-0.019076,0.003064674,-0.00029351,0.001062424
1.62667E+18,-0.47534,0.010228,-0.012619,-0.001593896,-0.000120902,0.000871666
1.62667E+18,-0.451709,0.030334,-0.008901,-0.006347357,-1.86204E-05,0.000745475
1.62667E+18,-0.388406,0.001833,-0.018623,-0.010864389,0.000284716,0.000656466
1.62667E+18,-0.264906,-0.001466,0.010105,-0.014748499,0.000303046,0.000470233
1.62667E+18,-0.155544,-0.022148,0.003718,-0.017397525,0.000288386,0.000571282
1.62667E+18,-0.031067,0.001885,-0.009041,-0.018952985,6.69033E-05,0.000608462
1.62667E+18,0.001676,-0.038991,0.010838,-0.019263651,8.5753E-05,0.000518054
1.62667E+18,0.091176,-0.01789,0.010559,-0.019246891,-0.000304162,0.000626435
1.62667E+18,0.237051,0.003543,0,-0.018335142,-0.00048306,0.000732024
1.62667E+18,0.319552,-0.001868,0.007121,-0.015964602,-0.000447629,0.000732024
1.62667E+18,0.428147,0.013963,0.010559,-0.012769123,-0.000466309,0.000803233
1.62667E+18,0.460226,0.040806,-0.000698,-0.008487598,-0.000326677,0.000908824
1.62667E+18,0.476231,0.042289,0.008482,-0.003885397,8.13776E-05,0.000901844
1.62667E+18,0.454763,0.022829,0.013404,0.000876974,0.000504273,0.000986665
1.62667E+18,0.366676,-0.040143,0.002112,0.005424546,0.00073256,0.001120704
1.62667E+18,0.294524,-0.053163,0.003578,0.009091353,0.000331125,0.001141824
1.62667E+18,0.181479,-0.02988,0.015673,0.012036555,-0.000200498,0.001177603
1.62667E+18,0.100426,0.024487,0.002635,0.013851368,-0.000499302,0.001334335
1.62667E+18,0.014224,0.050108,-0.002077,0.014855615,-0.000254435,0.001360685
1.62667E+18,-0.053459,0.039322,-0.006388,0.014997857,0.000246651,0.001339915
1.62667E+18,-0.147411,0.018518,-0.003316,0.014463274,0.000639866,0.001276036
1.62667E+18,-0.245969,-0.019652,-0.003403,0.012989145,0.000825049,0.001242875
1.62667E+18,-0.337756,-0.032114,-0.005114,0.010529487,0.000628531,0.001208846
1.62667E+18,-0.412718,-0.04845,-0.006301,0.007151883,0.000307387,0.001157705
1.62667E+18,-0.459563,-0.041294,-0.003107,0.003024756,-0.000177107,0.001094696
1.62667E+18,-0.48843,-0.036163,-0.003194,-0.001570933,-0.000590052,0.001063625
1.62667E+18,-0.431847,0.01761,-0.00932,-0.00645517,-0.000951678,0.001031686
1.62667E+18,-0.386748,0.017785,-0.005533,-0.010773695,-0.000775575,0.000938485
1.62667E+18,-0.267384,0.046827,-0.003264,-0.014641126,-0.000597728,0.000883155
1.62667E+18,-0.139749,0.047962,-0.00459,-0.017315,-0.000129452,0.000850515
1.62667E+18,-0.054576,0.023963,-0.003002,-0.018712472,0.000350162,0.000804615
1.62667E+18,0.020961,-0.026302,0.018413,-0.019258239,0.000589795,0.000774595
1.62667E+18,0.094492,-0.06922,0.029461,-0.019048632,0.000326779,0.000958723
1.62667E+18,0.213489,-0.035535,-0.005725,-0.0181037,-0.00036543,0.001253336
1.62667E+18,0.335068,0.024016,-0.032323,-0.015968837,-0.000720776,0.001196087
1.62667E+18,0.449021,0.032114,0.003229,-0.012618114,-0.000480612,0.000872853
1.62667E+18,0.459039,-0.042429,0.045082,-0.008127962,-0.000159477,0.000905143
1.62667E+18,0.460819,-0.069918,0.010734,-0.003537513,-0.000583772,0.001355968
1.62667E+18,0.450347,-0.019199,-0.029793,0.001070618,-0.001282943,0.001463307
1.62667E+18,0.406609,0.059725,0.007418,0.005574146,-0.001474936,0.001165373
1.62667E+18,0.293442,0.086813,0.029426,0.009640184,-0.000877693,0.001239552
1.62667E+18,0.140953,0.019949,0.01953,0.012574641,-9.55207E-06,0.001533816
1.62667E+18,0.087598,-0.033947,-0.000646,0.013984153,0.000189935,0.001729114
1.62667E+18,0.052028,-0.047944,-0.010193,0.014860144,-0.000149539,0.001722653
1.62667E+18,-0.026372,-0.003159,0.001623,0.015380418,-0.000628973,0.001620725
1.62667E+18,-0.183521,0.008447,0.021101,0.015116694,-0.000660563,0.001636955
1.62667E+18,-0.273807,-0.006824,0.009338,0.013281508,-0.000576094,0.001847962
1.62667E+18,-0.320739,-0.008936,-0.002513,0.010543403,-0.000644335,0.001941343
1.62667E+18,-0.386381,-0.003089,-0.003456,0.007336054,-0.000733694,0.001916214
1.62667E+18,-0.464851,0.018361,-0.006562,0.003472194,-0.000764584,0.001881653
1.62667E+18,-0.501939,0.000052,-0.008919,-0.001176256,-0.000580977,0.001816034
1.62667E+18,-0.422701,0.00178,-0.005079,-0.00619571,-0.000580457,0.001726843
1.62667E+18,-0.355454,-0.043022,-0.000017,-0.010422666,-0.000562657,0.001676054
1.62667E+18,-0.244346,-0.042446,-0.004904,-0.013977252,-0.000992883,0.001675884
1.62667E+18,-0.120079,-0.031311,-0.007261,-0.01642068,-0.001417337,0.001626844
1.62667E+18,0.013718,-0.013125,0.000855,-0.017621486,-0.001730451,0.001554233
1.62667E+18,0.143274,0.016773,0.014312,-0.017484308,-0.001861699,0.001562783
1.62667E+18,0.234607,0.020961,0.020455,-0.016051549,-0.001693967,0.001705905
1.62667E+18,0.333253,0.024696,0.026372,-0.013705509,-0.00148436,0.001910453
1.62667E+18,0.486388,0.010559,0.013858,-0.010372937,-0.001237397,0.002174176
1.62667E+18,0.692023,0.003421,-0.001501,-0.005509119,-0.001131808,0.002312754
1.62667E+18,0.838264,-0.024958,0.014259,0.0014112,-0.001097598,0.002297744
1.62667E+18,0.878564,-0.018012,0.007156,0.009793732,-0.001347175,0.002440332
1.62667E+18,0.850918,-0.019111,0.007976,0.018579485,-0.001527297,0.002511893
1.62667E+18,0.879279,0.032917,0.021572,0.027088556,-0.001718404,0.002591652
1.62667E+18,0.912825,0.053582,0.024487,0.035890237,-0.001388902,0.00280759
1.62667E+18,0.829206,0.017506,0.023946,0.045009257,-0.000853623,0.003052213
1.62667E+18,0.673104,-0.055379,0.012322,0.053301423,-0.000678561,0.003291676
1.62667E+18,0.541488,-0.098,0.028047,0.060032377,-0.001232344,0.003414894
1.62667E+18,0.498815,-0.048887,0.02227,0.065447326,-0.002212357,0.003695368
1.62667E+18,0.321577,-0.043686,0.003962,0.070435412,-0.00270122,0.003918065
1.62667E+18,0.112713,-0.059673,-0.002025,0.073651223,-0.003138086,0.003957685
1.62667E+18,-0.035762,-0.058399,-0.002217,0.074778339,-0.003734808,0.003937436
1.62667E+18,-0.146363,-0.051068,0.005358,0.074420714,-0.004318806,0.003915265
1.62667E+18,-0.2803,-0.018361,-0.000192,0.072957103,-0.004829479,0.003968845
1.62667E+18,-0.427536,0.000349,0.000436,0.070154067,-0.005013092,0.003966925
1.62667E+18,-0.427396,0.047543,0.012182,0.065878762,-0.005009602,0.003971284
1.62667E+18,-0.384304,0.043755,0.002548,0.061604747,-0.004534165,0.004093106
1.62667E+18,-0.256127,0.067143,-0.021921,0.057761756,-0.004096621,0.004118586
1.62667E+18,-0.13001,0.084456,-0.030962,0.055200454,-0.003425182,0.003899373
1.62667E+18,-0.040474,0.0869,-0.01967,0.05390037,-0.002580633,0.003589757
1.62667E+18,0.011222,0.035709,-0.003665,0.053495625,-0.001711622,0.003393054
1.62667E+18,0.092363,-0.036163,0.010943,0.053607844,-0.001354537,0.003356405
1.62667E+18,0.23445,-0.075433,0.018535,0.054531485,-0.001716171,0.003465836
1.62667E+18,0.33355,-0.080372,0.016825,0.056875955,-0.002470492,0.003651184
1.62667E+18,0.421514,-0.028955,0.00363,0.060211498,-0.003274222,0.003819436
1.62667E+18,0.455845,0.013875,-0.001902,0.064426584,-0.003563768,0.003855736
1.62667E+18,0.486929,0.047106,0.000733,0.068985093,-0.003425017,0.003836715
1.62667E+18,0.440992,0.042534,-0.00363,0.07385432,-0.002953963,0.003844045
1.62667E+18,0.356675,0.030753,-0.006126,0.078264297,-0.002528617,0.003807745
1.62667E+18,0.273929,0.013648,0.006318,0.081831001,-0.002221091,0.003746486
1.62667E+18,0.169821,0.000122,0.0122,0.084570326,-0.002084609,0.003809666
1.62667E+18,0.093061,0.00562,0.000977,0.086268514,-0.002083389,0.003931665
1.62667E+18,0.004154,-0.015446,-0.001431,0.087199136,-0.002027189,0.003941435
1.62667E+18,-0.055467,-0.012846,-0.001641,0.087240676,-0.002181647,0.003927125
1.62667E+18,-0.160675,-0.015795,-0.000803,0.086685999,-0.002310108,0.003910715
1.62667E+18,-0.266198,-0.01789,-0.007173,0.085079269,-0.002468056,0.003902685
1.62667E+18,-0.344772,0.005393,-0.012008,0.082417255,-0.002646959,0.003830954
1.62667E+18,-0.41764,0.002496,-0.012374,0.078969579,-0.002593029,0.003710876
1.62667E+18,-0.467452,0.001728,-0.013928,0.074793126,-0.002568069,0.003587134
1.62667E+18,-0.492078,-0.031241,-0.007121,0.070118666,-0.002550789,0.003447856
1.62667E+18,-0.430817,-0.017191,-0.006091,0.065197823,-0.002863203,0.003376645
1.62667E+18,-0.37837,-0.02974,-0.003386,0.060889708,-0.003035111,0.003315736
1.62667E+18,-0.250263,0.005969,-0.002374,0.057105959,-0.003332515,0.003281875
1.62667E+18,-0.134844,0.014504,-0.000628,0.054603361,-0.003272825,0.003258136
1.62667E+18,-0.04407,0.020106,-0.002199,0.053254904,-0.003127784,0.003251855
1.62667E+18,0.019408,0.017959,-0.000122,0.05281421,-0.002926726,0.003229866
1.62667E+18,0.115855,0.017261,0.001361,0.053008292,-0.002747134,0.003228646
1.62667E+18,0.244276,0.009023,0.003107,0.054166827,-0.002574526,0.003242256
1.62667E+18,0.338559,-0.004695,0.010664,0.056609619,-0.002484295,0.003273326
1.62667E+18,0.420607,-0.001588,0.014242,0.059995165,-0.002531244,0.003379965
1.62667E+18,0.472967,0.011868,0.013771,0.064201289,-0.002547125,0.003522386
1.62667E+18,0.50913,0.032114,0.026424,0.068930899,-0.002428446,0.003660095
1.62667E+18,0.460523,0.057805,0.026808,0.074022264,-0.002107302,0.003924338
1.62667E+18,0.374268,0.100199,0.01494,0.078627435,-0.001529259,0.004192415
1.62667E+18,0.303111,0.142192,0.009564,0.082370163,-0.000527257,0.004341816
1.62667E+18,0.262201,0.140394,0.02056,0.085401234,0.000894645,0.004437455
1.62667E+18,0.269584,0.089431,0.01014,0.088023278,0.002298603,0.004643058
1.62667E+18,0.343481,0.020054,0.006737,0.090719083,0.003192902,0.004744457
1.62667E+18,0.573184,0.038066,0.054995,0.094153937,0.003393444,0.004811827
1.62667E+18,0.876417,0.022061,0.087912,0.099885704,0.003774099,0.00536177
1.62667E+18,1.199198,-0.003159,0.042603,0.108649986,0.003994712,0.006240902
1.62667E+18,1.44967,0.01042,0.028222,0.120641812,0.003963123,0.006666926
1.62667E+18,1.681729,0.002775,0.062465,0.135138698,0.004067324,0.00694915
1.62667E+18,1.985801,0.041382,0.055851,0.151955773,0.004095074,0.007573792
1.62667E+18,2.274915,0.068557,0.054646,0.171814037,0.004508899,0.008132309
1.62667E+18,2.381414,0.060737,0.067457,0.194562896,0.00519446,0.008678762
1.62667E+18,2.260166,-0.023859,0.067108,0.21837734,0.005801838,0.009353341
1.62667E+18,2.245593,-0.018291,0.059254,0.240978711,0.005563251,0.010024412
1.62667E+18,2.133246,-0.009791,0.065973,0.263434929,0.005380339,0.01061696
1.62667E+18,1.891553,0.000035,0.069324,0.284767115,0.00528243,0.011276681
1.62667E+18,1.661309,0.020019,0.070756,0.303682888,0.00528278,0.01196993
1.62667E+18,1.518175,0.05901,0.060144,0.320295765,0.005482967,0.012677481
1.62667E+18,1.399911,0.091333,0.05428,0.335477709,0.006073075,0.013278929
1.62667E+18,1.14354,0.00733,0.040684,0.34947664,0.006986393,0.013821722
1.62667E+18,0.906315,-0.084631,0.029391,0.360912186,0.007059694,0.014228567
1.62667E+18,0.791978,-0.090373,0.032289,0.36997522,0.006213395,0.014522473
1.62667E+18,0.694449,-0.022235,0.010228,0.377895102,0.005309653,0.014845367
1.62667E+18,0.475358,0.016144,-0.020106,0.384839503,0.005087306,0.014947646
1.62667E+18,0.319552,0.079954,-0.022724,0.389593144,0.005248748,0.014746583
1.62667E+18,0.300668,0.136904,-0.005603,0.392788623,0.006048278,0.014519346
1.62667E+18,0.297998,0.094667,0.005899,0.395795341,0.007417336,0.014463316
1.62667E+18,0.201184,-0.020385,0.011188,0.398775283,0.008363994,0.014522305
1.62667E+18,0.036634,-0.135019,0.008081,0.400787149,0.008160141,0.014634186
1.62667E+18,-0.05894,-0.146416,-0.001012,0.401153484,0.006809968,0.014714995
1.62667E+18,-0.174062,-0.124407,-0.022654,0.400564077,0.005345789,0.014704875
1.62667E+18,-0.278188,-0.076812,-0.049096,0.398823479,0.004101735,0.014478338
1.62667E+18,-0.359852,-0.068661,-0.049445,0.396041563,0.003333606,0.013987372
1.62667E+18,-0.412334,-0.078889,-0.031102,0.392443089,0.002647004,0.013492928
1.62667E+18,-0.462582,-0.081367,-0.01206,0.388319697,0.001858104,0.013181904
1.62667E+18,-0.501887,-0.067981,-0.002583,0.383693936,0.001044445,0.013061306
1.62667E+18,-0.441394,-0.000087,-0.002059,0.378675002,0.000364626,0.013035475
1.62667E+18,-0.371144,0.014399,-0.001885,0.374261118,0.000363756,0.013014886
1.62667E+18,-0.238674,0.039636,-0.005725,0.370549631,0.000507748,0.012996035
1.62667E+18,-0.132942,0.026669,-0.022323,0.368162921,0.000904103,0.012938786
1.62667E+18,-0.040422,0.013195,-0.029252,0.366833484,0.001170796,0.012715553
1.62667E+18,0.035203,-0.004695,-0.012182,0.366429269,0.001302744,0.012423037
1.62667E+18,0.119171,-0.012619,-0.000698,0.366781304,0.001255794,0.012301215
1.62667E+18,0.227416,-0.023859,0.003944,0.367972999,0.001129605,0.012294235
1.62667E+18,0.325033,-0.051574,0.011781,0.370247188,0.000891012,0.012333676
1.62667E+18,0.430154,-0.061121,0.012811,0.373497476,0.000375279,0.012451484
1.62667E+18,0.473473,-0.052552,-0.002182,0.377799071,-0.000235939,0.012579596
1.62667E+18,0.496215,-0.019426,-0.008168,0.382533741,-0.000761452,0.012557776
1.62667E+18,0.430381,0.020612,-0.008029,0.387495954,-0.000955715,0.012476095
1.62667E+18,0.347338,0.053669,-0.003875,0.391799709,-0.000749597,0.012395806
1.62667E+18,0.262114,0.069185,0.001518,0.395273133,-0.0002129,0.012357056
1.62667E+18,0.166208,0.061837,0.009931,0.39789424,0.000478941,0.012372236
1.62667E+18,0.073321,0.032149,0.014608,0.399556341,0.001097319,0.012471547
1.62667E+18,-0.020316,-0.01871,0.007959,0.400289542,0.001418805,0.012617625
1.62667E+18,-0.069255,-0.029077,-0.002548,0.400086379,0.001231702,0.012697216
1.62667E+18,-0.160413,-0.042045,-0.011292,0.399393838,0.000940936,0.012671736
1.62667E+18,-0.260944,-0.044331,-0.013701,0.397789688,0.000520481,0.012558815
1.62667E+18,-0.36165,-0.038153,-0.016685,0.395180281,7.71762E-05,0.012421807
1.62667E+18,-0.437729,-0.028554,-0.018326,0.391563735,-0.000304359,0.012254955
1.62667E+18,-0.46705,-0.002496,-0.006196,0.387186501,-0.000589895,0.012071697
1.62667E+18,-0.483282,0.003124,0.001641,0.382515941,-0.000614855,0.012009736
1.62667E+18,-0.438985,0.029269,-0.004468,0.377683183,-0.000583616,0.012026146
1.62667E+18,-0.384374,0.008866,-0.001641,0.373293277,-0.000290922,0.011981465
1.62667E+18,-0.240663,0.020403,-0.003805,0.369449586,-0.000202263,0.011965056
1.62667E+18,-0.11959,0.014155,-0.007662,0.367042925,1.76951E-06,0.011927005
1.62667E+18,-0.035186,0.000436,-0.012723,0.36584704,0.000143318,0.011850386
